GEOID,NAME,ttl_ppE,ttl_ppM,ttl_nrE,ttl_nrM,undrg_E,undrg_M,grd_ppE,grd_ppM,totalenrol,fpl_total2015,Percent_2015
24033800109,"Census Tract 8001.09, Prince George's County, Maryland",3518,308,1091,230,200,99,0,12,200,71,35.5
24043000400,"Census Tract 4, Washington County, Maryland",1860,272,377,120,93,55,10,11,103,43,41.74757282
24510250401,"Census Tract 2504.01, Baltimore city, Maryland",3480,443,832,284,169,112,35,37,204,22,10.78431373
24510271503,"Census Tract 2715.03, Baltimore city, Maryland",897,75,106,43,3,6,40,36,43,4,9.302325581
24033803522,"Census Tract 8035.22, Prince George's County, Maryland",3353,257,973,225,311,171,142,113,453,86,18.98454746
24003731308,"Census Tract 7313.08, Anne Arundel County, Maryland",3433,269,706,150,149,66,9,16,158,0,0
24005403602,"Census Tract 4036.02, Baltimore County, Maryland",5206,365,1361,262,181,175,132,91,313,15,4.792332268
24510250206,"Census Tract 2502.06, Baltimore city, Maryland",1978,297,390,110,81,60,10,17,91,27,29.67032967
24027601105,"Census Tract 6011.05, Howard County, Maryland",4257,323,1407,235,218,96,180,76,398,0,0
24031702500,"Census Tract 7025, Montgomery County, Maryland",6292,425,1135,255,397,138,451,138,848,300,35.37735849
24003730402,"Census Tract 7304.02, Anne Arundel County, Maryland",6262,560,1203,310,218,112,0,17,218,17,7.798165138
24005430101,"Census Tract 4301.01, Baltimore County, Maryland",4251,494,1322,275,288,125,74,72,362,160,44.19889503
24031701409,"Census Tract 7014.09, Montgomery County, Maryland",4545,349,1254,203,402,110,26,23,428,9,2.102803738
24031700616,"Census Tract 7006.16, Montgomery County, Maryland",4515,219,1396,172,205,92,123,63,328,0,0
24033807410,"Census Tract 8074.10, Prince George's County, Maryland",4392,423,1375,244,224,109,36,29,260,17,6.538461538
24510260800,"Census Tract 2608, Baltimore city, Maryland",2300,329,444,120,67,52,55,49,122,53,43.44262295
24003730604,"Census Tract 7306.04, Anne Arundel County, Maryland",6593,338,2139,269,244,128,261,121,505,0,0
24005408601,"Census Tract 4086.01, Baltimore County, Maryland",3960,191,1008,123,177,69,127,64,304,0,0
24017850711,"Census Tract 8507.11, Charles County, Maryland",5050,355,1597,213,363,118,66,40,429,45,10.48951049
24027606701,"Census Tract 6067.01, Howard County, Maryland",2735,206,725,151,100,43,81,43,181,0,0
24031700718,"Census Tract 7007.18, Montgomery County, Maryland",4388,315,751,183,214,111,142,60,356,50,14.04494382
24033803514,"Census Tract 8035.14, Prince George's County, Maryland",3910,372,1045,261,249,123,34,37,283,0,0
24033807304,"Census Tract 8073.04, Prince George's County, Maryland",1903,157,433,94,99,58,22,23,121,6,4.958677686
24510260401,"Census Tract 2604.01, Baltimore city, Maryland",3063,377,721,195,63,45,22,21,85,41,48.23529412
24510270803,"Census Tract 2708.03, Baltimore city, Maryland",6837,533,1986,487,690,271,236,163,926,162,17.49460043
24031701101,"Census Tract 7011.01, Montgomery County, Maryland",4636,451,1113,214,248,101,96,59,344,53,15.40697674
24033803613,"Census Tract 8036.13, Prince George's County, Maryland",4892,452,1468,264,502,187,104,78,606,24,3.96039604
24047950100,"Census Tract 9501, Worcester County, Maryland",2228,349,352,164,23,22,36,26,59,14,23.72881356
24013514202,"Census Tract 5142.02, Carroll County, Maryland",3246,214,782,146,150,72,37,33,187,0,0
24015030700,"Census Tract 307, Cecil County, Maryland",4986,369,1257,224,117,57,35,29,152,20,13.15789474
24017850709,"Census Tract 8507.09, Charles County, Maryland",6371,488,2424,388,506,278,229,145,735,42,5.714285714
24017850905,"Census Tract 8509.05, Charles County, Maryland",4371,347,1193,243,427,173,40,30,467,47,10.06423983
24021752301,"Census Tract 7523.01, Frederick County, Maryland",4587,285,1612,232,320,108,60,58,380,9,2.368421053
24027601204,"Census Tract 6012.04, Howard County, Maryland",5399,317,1609,199,348,132,106,65,454,38,8.370044053
24027605504,"Census Tract 6055.04, Howard County, Maryland",2726,146,1025,135,118,49,34,29,152,0,0
24033801701,"Census Tract 8017.01, Prince George's County, Maryland",4149,415,1376,296,370,154,41,35,411,109,26.52068127
24033801901,"Census Tract 8019.01, Prince George's County, Maryland",4835,622,1177,258,171,88,161,115,332,2,0.602409639
24033802901,"Census Tract 8029.01, Prince George's County, Maryland",3859,376,1072,299,136,69,0,12,136,13,9.558823529
24021753002,"Census Tract 7530.02, Frederick County, Maryland",2848,243,800,186,139,57,14,23,153,0,0
24031701418,"Census Tract 7014.18, Montgomery County, Maryland",3327,278,1173,254,288,106,30,29,318,0,0
24031701509,"Census Tract 7015.09, Montgomery County, Maryland",5988,344,2228,327,708,223,101,74,809,48,5.933250927
24031702900,"Census Tract 7029, Montgomery County, Maryland",5156,288,1152,209,257,118,142,122,399,17,4.260651629
24031703212,"Census Tract 7032.12, Montgomery County, Maryland",8816,591,2238,424,471,170,180,121,651,0,0
24031703402,"Census Tract 7034.02, Montgomery County, Maryland",3425,321,869,140,157,112,57,36,214,26,12.14953271
24031704503,"Census Tract 7045.03, Montgomery County, Maryland",4048,239,1334,154,179,61,40,41,219,0,0
24033800108,"Census Tract 8001.08, Prince George's County, Maryland",3105,352,800,188,202,88,113,95,315,53,16.82539683
24029950300,"Census Tract 9503, Kent County, Maryland",5501,306,1838,254,1300,200,48,49,1348,139,10.3115727
24031700721,"Census Tract 7007.21, Montgomery County, Maryland",2907,257,515,136,222,104,73,48,295,48,16.27118644
24031700817,"Census Tract 7008.17, Montgomery County, Maryland",5219,374,1037,233,212,130,236,107,448,85,18.97321429
24033800402,"Census Tract 8004.02, Prince George's County, Maryland",4631,297,1194,198,219,84,92,54,311,8,2.572347267
24005440400,"Census Tract 4404, Baltimore County, Maryland",5168,336,1362,315,353,152,81,58,434,26,5.99078341
24005450100,"Census Tract 4501, Baltimore County, Maryland",3709,328,685,183,225,83,35,33,260,37,14.23076923
24005490900,"Census Tract 4909, Baltimore County, Maryland",4235,369,937,349,503,319,87,89,590,337,57.11864407
24005491701,"Census Tract 4917.01, Baltimore County, Maryland",3802,366,1100,185,349,119,168,72,517,56,10.83172147
24005492500,"Census Tract 4925, Baltimore County, Maryland",3291,529,2874,424,2855,424,12,13,2867,55,1.918381584
24009860402,"Census Tract 8604.02, Calvert County, Maryland",3310,347,957,182,205,73,70,50,275,48,17.45454545
24009861004,"Census Tract 8610.04, Calvert County, Maryland",7157,563,2337,440,424,183,27,27,451,19,4.21286031
24021773500,"Census Tract 7735, Frederick County, Maryland",4253,293,1333,196,367,132,52,36,419,57,13.60381862
24031701005,"Census Tract 7010.05, Montgomery County, Maryland",3814,238,1062,179,207,74,137,71,344,11,3.197674419
24031701314,"Census Tract 7013.14, Montgomery County, Maryland",3135,234,991,138,241,99,54,38,295,26,8.813559322
24005402504,"Census Tract 4025.04, Baltimore County, Maryland",4067,339,1168,212,298,148,70,41,368,11,2.989130435
24005403803,"Census Tract 4038.03, Baltimore County, Maryland",3243,206,528,121,85,37,59,52,144,29,20.13888889
24013504201,"Census Tract 5042.01, Carroll County, Maryland",5988,379,1614,210,349,103,59,42,408,16,3.921568627
24025301301,"Census Tract 3013.01, Harford County, Maryland",4519,394,1059,186,243,96,34,32,277,25,9.025270758
24025302200,"Census Tract 3022, Harford County, Maryland",2647,224,506,91,121,50,35,26,156,12,7.692307692
24005404900,"Census Tract 4049, Baltimore County, Maryland",4570,242,1215,169,198,69,68,39,266,6,2.255639098
24005408400,"Census Tract 4084, Baltimore County, Maryland",733,137,34,23,6,9,0,12,6,6,100
24005411308,"Census Tract 4113.08, Baltimore County, Maryland",3446,215,907,169,186,88,98,71,284,0,0
24005420303,"Census Tract 4203.03, Baltimore County, Maryland",1287,86,256,50,63,37,10,10,73,6,8.219178082
24005421300,"Census Tract 4213, Baltimore County, Maryland",2759,353,697,189,153,79,17,19,170,28,16.47058824
24510270901,"Census Tract 2709.01, Baltimore city, Maryland",3821,485,1216,336,444,226,108,64,552,143,25.9057971
24510151100,"Census Tract 1511, Baltimore city, Maryland",6918,820,1654,523,340,181,54,62,394,20,5.076142132
24033802600,"Census Tract 8026, Prince George's County, Maryland",3005,310,735,190,98,44,0,12,98,16,16.32653061
24037875202,"Census Tract 8752.02, St. Mary's County, Maryland",6112,411,1724,303,409,130,39,35,448,71,15.84821429
24033803516,"Census Tract 8035.16, Prince George's County, Maryland",4705,448,1512,296,455,138,219,116,674,88,13.05637982
24033803605,"Census Tract 8036.05, Prince George's County, Maryland",6657,449,2269,316,538,137,188,80,726,18,2.479338843
24043000602,"Census Tract 6.02, Washington County, Maryland",3144,254,615,135,84,53,21,24,105,10,9.523809524
24043010500,"Census Tract 105, Washington County, Maryland",6367,381,1496,257,171,82,13,22,184,0,0
24043011301,"Census Tract 113.01, Washington County, Maryland",4779,308,1375,181,347,135,54,34,401,9,2.244389027
24033806400,"Census Tract 8064, Prince George's County, Maryland",3730,217,1171,183,273,148,259,109,532,190,35.71428571
24033806714,"Census Tract 8067.14, Prince George's County, Maryland",3611,421,1183,204,196,88,134,91,330,47,14.24242424
24033807404,"Census Tract 8074.04, Prince George's County, Maryland",4968,426,1435,184,288,115,198,99,486,105,21.60493827
24035810700,"Census Tract 8107, Queen Anne's County, Maryland",3685,294,964,146,114,65,66,72,180,0,0
24037875700,"Census Tract 8757, St. Mary's County, Maryland",7114,519,1925,254,343,142,79,63,422,0,0
24045010701,"Census Tract 107.01, Wicomico County, Maryland",4110,292,892,170,149,86,26,26,175,46,26.28571429
24510040200,"Census Tract 402, Baltimore city, Maryland",886,171,635,157,372,131,259,119,631,82,12.99524564
24510120100,"Census Tract 1201, Baltimore city, Maryland",4454,375,1262,223,462,174,576,177,1038,437,42.10019268
24510130600,"Census Tract 1306, Baltimore city, Maryland",3774,304,678,186,119,66,335,135,454,41,9.030837004
24033800515,"Census Tract 8005.15, Prince George's County, Maryland",3987,234,1078,187,221,112,167,102,388,19,4.896907216
24033800607,"Census Tract 8006.07, Prince George's County, Maryland",6294,455,2110,351,420,134,237,102,657,0,0
24033801004,"Census Tract 8010.04, Prince George's County, Maryland",4565,422,1138,201,150,70,72,42,222,0,0
24033801404,"Census Tract 8014.04, Prince George's County, Maryland",4685,1062,1037,448,138,88,107,69,245,59,24.08163265
24037990000,"Census Tract 9900, St. Mary's County, Maryland",0,12,0,12,0,12,0,12,0,0,0
24039990100,"Census Tract 9901, Somerset County, Maryland",0,12,0,12,0,12,0,12,0,0,0
24041990000,"Census Tract 9900, Talbot County, Maryland",0,12,0,12,0,12,0,12,0,0,0
24047990000,"Census Tract 9900, Worcester County, Maryland",0,12,0,12,0,12,0,12,0,0,0
24035990000,"Census Tract 9900, Queen Anne's County, Maryland",0,12,0,12,0,12,0,12,0,0,0
24035990100,"Census Tract 9901, Queen Anne's County, Maryland",0,12,0,12,0,12,0,12,0,0,0
24003990000,"Census Tract 9900, Anne Arundel County, Maryland",0,12,0,12,0,12,0,12,0,0,0
24029990000,"Census Tract 9900, Kent County, Maryland",0,12,0,12,0,12,0,12,0,0,0
24009990100,"Census Tract 9901, Calvert County, Maryland",0,12,0,12,0,12,0,12,0,0,0
24019990000,"Census Tract 9900, Dorchester County, Maryland",0,12,0,12,0,12,0,12,0,0,0
