GEOID,NAME,ttl_ppE,ttl_ppM,ttl_nrE,ttl_nrM,undrg_E,undrg_M,grd_ppE,grd_ppM,totalenrol,fpl_total2015,Percent_2015
24003702209,"Census Tract 7022.09, Anne Arundel County, Maryland",4405,231,1529,198,387,116,75,47,462,94,20.34632035
24003706302,"Census Tract 7063.02, Anne Arundel County, Maryland",3115,284,397,116,95,67,85,55,180,40,22.22222222
24003740900,"Census Tract 7409, Anne Arundel County, Maryland",7224,500,2202,317,569,155,97,72,666,25,3.753753754
24003750102,"Census Tract 7501.02, Anne Arundel County, Maryland",2540,210,567,150,56,28,30,30,86,9,10.46511628
24003751000,"Census Tract 7510, Anne Arundel County, Maryland",3616,278,944,185,226,90,49,38,275,17,6.181818182
24005400900,"Census Tract 4009, Baltimore County, Maryland",2105,200,599,106,105,55,20,17,125,3,2.4
24005402305,"Census Tract 4023.05, Baltimore County, Maryland",2117,187,753,148,170,73,50,36,220,95,43.18181818
24005403201,"Census Tract 4032.01, Baltimore County, Maryland",3213,370,653,174,167,79,98,66,265,3,1.132075472
24005404403,"Census Tract 4044.03, Baltimore County, Maryland",5058,354,1499,332,416,153,173,98,589,102,17.31748727
24005420302,"Census Tract 4203.02, Baltimore County, Maryland",2449,205,624,130,83,48,16,14,99,5,5.050505051
24005421000,"Census Tract 4210, Baltimore County, Maryland",1695,168,358,81,66,42,25,28,91,8,8.791208791
24005430900,"Census Tract 4309, Baltimore County, Maryland",5442,470,1709,464,517,259,305,183,822,148,18.00486618
24005441101,"Census Tract 4411.01, Baltimore County, Maryland",2103,192,395,88,138,44,7,10,145,13,8.965517241
24005451401,"Census Tract 4514.01, Baltimore County, Maryland",3572,382,1299,266,264,102,87,86,351,0,0
24005452500,"Census Tract 4525, Baltimore County, Maryland",3545,306,899,186,137,75,41,34,178,0,0
24005490703,"Census Tract 4907.03, Baltimore County, Maryland",3144,236,852,156,184,115,177,102,361,118,32.68698061
24005491900,"Census Tract 4919, Baltimore County, Maryland",1891,152,362,99,47,37,74,52,121,13,10.74380165
24013504100,"Census Tract 5041, Carroll County, Maryland",5054,269,1227,192,272,106,42,31,314,0,0
24013507703,"Census Tract 5077.03, Carroll County, Maryland",3115,200,768,139,216,101,49,45,265,33,12.45283019
24015030506,"Census Tract 305.06, Cecil County, Maryland",7134,538,2367,395,584,200,220,143,804,109,13.55721393
24017850901,"Census Tract 8509.01, Charles County, Maryland",5340,377,1416,247,213,104,24,36,237,16,6.751054852
24017851500,"Census Tract 8515, Charles County, Maryland",8029,439,2771,345,702,235,107,96,809,27,3.337453646
24019970702,"Census Tract 9707.02, Dorchester County, Maryland",3964,343,717,195,109,58,24,23,133,5,3.759398496
24021750801,"Census Tract 7508.01, Frederick County, Maryland",3069,321,812,214,260,156,115,70,375,108,28.8
24021751902,"Census Tract 7519.02, Frederick County, Maryland",5691,350,1886,218,186,109,98,67,284,0,0
24021765100,"Census Tract 7651, Frederick County, Maryland",3811,293,833,195,197,103,78,62,275,36,13.09090909
24025301107,"Census Tract 3011.07, Harford County, Maryland",3057,356,640,178,247,100,40,52,287,1,0.348432056
24025301302,"Census Tract 3013.02, Harford County, Maryland",6540,633,2053,386,370,193,114,76,484,89,18.38842975
24025303700,"Census Tract 3037, Harford County, Maryland",3604,263,775,160,169,57,39,30,208,10,4.807692308
24027601107,"Census Tract 6011.07, Howard County, Maryland",5200,477,1289,340,266,152,93,62,359,128,35.6545961
24027605503,"Census Tract 6055.03, Howard County, Maryland",6266,623,1713,355,369,199,206,143,575,67,11.65217391
24031700105,"Census Tract 7001.05, Montgomery County, Maryland",5973,507,2141,371,486,205,176,103,662,0,0
24031700607,"Census Tract 7006.07, Montgomery County, Maryland",7543,480,2627,322,502,169,196,93,698,28,4.011461318
24031700614,"Census Tract 7006.14, Montgomery County, Maryland",4590,323,1099,256,289,170,177,117,466,25,5.364806867
24031700822,"Census Tract 7008.22, Montgomery County, Maryland",1608,179,414,112,58,44,23,20,81,4,4.938271605
24031700905,"Census Tract 7009.05, Montgomery County, Maryland",3880,255,919,176,117,67,105,62,222,48,21.62162162
24031701218,"Census Tract 7012.18, Montgomery County, Maryland",2761,287,405,112,116,68,68,50,184,32,17.39130435
24031701313,"Census Tract 7013.13, Montgomery County, Maryland",3440,235,968,170,215,97,59,48,274,31,11.31386861
24031701420,"Census Tract 7014.20, Montgomery County, Maryland",6758,539,1186,369,289,163,17,26,306,0,0
24031702102,"Census Tract 7021.02, Montgomery County, Maryland",2970,157,919,122,93,38,51,35,144,13,9.027777778
24031703404,"Census Tract 7034.04, Montgomery County, Maryland",2931,234,705,142,175,67,28,25,203,29,14.28571429
24031704403,"Census Tract 7044.03, Montgomery County, Maryland",1541,169,149,61,27,23,67,47,94,0,0
24031704806,"Census Tract 7048.06, Montgomery County, Maryland",2848,201,344,110,26,25,177,80,203,32,15.7635468
24031705702,"Census Tract 7057.02, Montgomery County, Maryland",4621,174,1395,157,156,90,67,35,223,8,3.587443946
24031706010,"Census Tract 7060.10, Montgomery County, Maryland",2829,148,857,131,153,68,48,38,201,6,2.985074627
24033800513,"Census Tract 8005.13, Prince George's County, Maryland",5596,351,1674,238,403,126,154,96,557,26,4.667863555
24033801211,"Census Tract 8012.11, Prince George's County, Maryland",3233,352,1056,241,256,129,26,38,282,11,3.90070922
24033801308,"Census Tract 8013.08, Prince George's County, Maryland",3669,296,749,197,253,147,77,56,330,0,0
24033801600,"Census Tract 8016, Prince George's County, Maryland",2412,387,662,266,39,35,9,14,48,0,0
24033802002,"Census Tract 8020.02, Prince George's County, Maryland",3594,268,1007,152,189,82,100,57,289,40,13.84083045
24033802502,"Census Tract 8025.02, Prince George's County, Maryland",2505,307,671,121,116,58,38,27,154,8,5.194805195
24033803002,"Census Tract 8030.02, Prince George's County, Maryland",2755,351,620,199,69,49,21,25,90,0,0
24033803700,"Census Tract 8037, Prince George's County, Maryland",2452,177,634,130,99,49,14,12,113,7,6.194690265
24033804801,"Census Tract 8048.01, Prince George's County, Maryland",2132,200,539,139,249,114,72,46,321,60,18.69158879
24033805202,"Census Tract 8052.02, Prince George's County, Maryland",3715,479,1058,292,404,134,0,12,404,87,21.53465347
24033805906,"Census Tract 8059.06, Prince George's County, Maryland",2906,278,529,126,116,64,33,28,149,39,26.17449664
24033806713,"Census Tract 8067.13, Prince George's County, Maryland",3509,344,1438,248,364,112,125,84,489,128,26.17586912
24043000601,"Census Tract 6.01, Washington County, Maryland",2267,220,488,117,69,34,56,44,125,34,27.2
24043001001,"Census Tract 10.01, Washington County, Maryland",4966,395,1359,366,181,108,30,47,211,17,8.056872038
24045000500,"Census Tract 5, Wicomico County, Maryland",2907,350,1089,247,284,103,0,12,284,100,35.21126761
24047950000,"Census Tract 9500, Worcester County, Maryland",1647,336,76,60,12,20,0,12,12,12,100
24047951200,"Census Tract 9512, Worcester County, Maryland",3243,255,629,116,96,62,32,30,128,0,0
24047980000,"Census Tract 9800, Worcester County, Maryland",0,12,0,12,0,12,0,12,0,0,#DIV/0!
24510060100,"Census Tract 601, Baltimore city, Maryland",2748,396,665,174,136,79,39,30,175,98,56
24510060300,"Census Tract 603, Baltimore city, Maryland",1730,157,496,132,116,67,111,48,227,54,23.78854626
24510080600,"Census Tract 806, Baltimore city, Maryland",2166,317,484,138,141,76,16,20,157,43,27.38853503
24510090300,"Census Tract 903, Baltimore city, Maryland",3922,415,674,214,141,72,79,53,220,50,22.72727273
24510100100,"Census Tract 1001, Baltimore city, Maryland",2201,232,486,120,69,38,4,6,73,19,26.02739726
24510120201,"Census Tract 1202.01, Baltimore city, Maryland",1904,178,456,112,151,77,144,64,295,109,36.94915254
24510130803,"Census Tract 1308.03, Baltimore city, Maryland",2558,227,510,146,81,66,74,40,155,22,14.19354839
24510150800,"Census Tract 1508, Baltimore city, Maryland",3837,583,761,270,109,77,29,27,138,44,31.88405797
24510170300,"Census Tract 1703, Baltimore city, Maryland",1792,247,499,173,86,54,26,28,112,4,3.571428571
