GEOID,Census Tract,County,ttl_nrE,ttl_nrM,undrg_E,undrg_M,grd_ppE,grd_ppM,totalenrol,fpl_total2,Percent_20,fpl_tota_1,Percent__1,difference
24033805801,Census Tract 8058.01, Prince George's County,1046,210,139,95,74,50,213,18,8.450704225,11,3.055555556,-5.395
24033806300,Census Tract 8063, Prince George's County,526,84,100,36,62,33,162,18,11.11111111,10,4.926108374,-6.185
24033807408,Census Tract 8074.08, Prince George's County,1696,230,267,112,209,138,476,44,9.243697479,59,20.41522491,11.172
24025302400,Census Tract 3024, Harford County,778,202,215,107,0,12,215,47,21.86046512,32,11.11111111,-10.749
24027601104,Census Tract 6011.04, Howard County,2236,181,356,114,134,66,490,27,5.510204082,13,2.725366876,-2.785
24027602800,Census Tract 6028, Howard County,2058,335,328,136,176,99,504,13,2.579365079,18,4.118993135,1.54
24027606906,Census Tract 6069.06, Howard County,1948,262,427,194,160,97,587,0,0,83,12.24188791,12.242
24031700309,Census Tract 7003.09, Montgomery County,2002,298,463,188,129,100,592,53,8.952702703,20,2.840909091,-6.112
24031700606,Census Tract 7006.06, Montgomery County,1234,142,135,64,105,56,240,2,0.833333333,1,0.423728814,-0.41
24031700813,Census Tract 7008.13, Montgomery County,1567,216,322,120,159,60,481,9,1.871101871,12,2.591792657,0.721
24037875000,Census Tract 8750, St. Mary's County,1658,224,242,152,58,50,300,0,0,0,0,0
24043010400,Census Tract 104, Washington County,2555,422,397,225,157,118,554,21,3.790613718,48,11.62227603,7.832
24045010200,Census Tract 102, Wicomico County,1403,373,313,139,6,22,319,0,0,53,56.38297872,56.383
24047950400,Census Tract 9504, Worcester County,666,186,76,62,18,21,94,14,14.89361702,13,11.50442478,-3.389
24510080800,Census Tract 808, Baltimore city,449,89,43,31,0,12,43,26,60.46511628,0,0,-60.465
24510110200,Census Tract 1102, Baltimore city,1312,257,512,140,737,193,1249,460,36.82946357,480,35.39823009,-1.431
24510130805,Census Tract 1308.05, Baltimore city,170,65,48,30,22,17,70,5,7.142857143,5,9.615384615,2.473
24510151300,Census Tract 1513, Baltimore city,1006,247,141,72,20,21,161,68,42.23602484,34,18.78453039,-23.451
24510250101,Census Tract 2501.01, Baltimore city,1196,269,202,87,116,70,318,27,8.490566038,34,13.54581673,5.055
24510260202,Census Tract 2602.02, Baltimore city,1330,342,370,157,27,33,397,32,8.060453401,37,17.28971963,9.229
24510271001,Census Tract 2710.01, Baltimore city,744,146,174,59,54,33,228,24,10.52631579,29,17.68292683,7.157
24510272004,Census Tract 2720.04, Baltimore city,1216,299,281,184,291,108,572,163,28.4965035,194,40.08264463,11.586
24003702500,Census Tract 7025, Anne Arundel County,1544,354,249,138,17,29,266,0,0,122,36.09467456,36.095
24001001800,Census Tract 18, Allegany County,3078,338,2559,339,149,81,2708,710,26.21861152,326,13.65159129,-12.567
24003702602,Census Tract 7026.02, Anne Arundel County,1256,219,171,115,55,47,226,0,0,0,0,0
24003730204,Census Tract 7302.04, Anne Arundel County,1717,286,357,119,16,19,373,37,9.919571046,22,8.764940239,-1.155
24003740203,Census Tract 7402.03, Anne Arundel County,1491,198,352,93,66,46,418,41,9.80861244,0,0,-9.809
24003740500,Census Tract 7405, Anne Arundel County,3272,570,895,360,735,277,1630,139,8.527607362,37,2.542955326,-5.985
24003740800,Census Tract 7408, Anne Arundel County,1105,147,240,101,48,39,288,34,11.80555556,21,9.502262443,-2.303
24019970100,Census Tract 9701, Dorchester County,677,111,158,79,43,33,201,44,21.89054726,5,6.41025641,-15.48
24001001600,Census Tract 16, Allegany County,538,93,153,70,34,27,187,41,21.92513369,46,27.71084337,5.786
24015030501,Census Tract 305.01, Cecil County,773,195,118,57,47,39,165,7,4.242424242,0,0,-4.242
24021750503,Census Tract 7505.03, Frederick County,1941,407,305,186,98,73,403,31,7.692307692,228,25.58922559,17.897
24023000700,Census Tract 7, Garrett County,1329,200,340,109,39,36,379,33,8.707124011,52,22.12765957,13.421
24003731204,Census Tract 7312.04, Anne Arundel County,1703,335,332,136,21,26,353,0,0,0,0,0
24005402302,Census Tract 4023.02, Baltimore County,1579,241,365,123,106,57,471,16,3.397027601,27,4.936014625,1.539
24025301702,Census Tract 3017.02, Harford County,2552,456,502,174,174,112,676,59,8.727810651,43,5.702917772,-3.025
24031705903,Census Tract 7059.03, Montgomery County,1379,166,198,96,45,34,243,18,7.407407407,38,20.43010753,13.023
24033800412,Census Tract 8004.12, Prince George's County,1042,196,262,108,45,37,307,17,5.537459283,5,1.592356688,-3.945
24041960800,Census Tract 9608, Talbot County,293,92,26,21,0,12,26,0,0,0,0,0
24001000200,Census Tract 2, Allegany County,603,112,154,56,26,27,180,16,8.888888889,14,17.5,8.611
24003701102,Census Tract 7011.02, Anne Arundel County,1673,259,215,97,95,73,310,28,9.032258065,0,0,-9.032
24003706500,Census Tract 7065, Anne Arundel County,1037,271,291,132,105,76,396,26,6.565656566,33,15.63981043,9.074
24047950900,Census Tract 9509, Worcester County,308,101,95,44,17,19,112,0,0,0,0,0
24003730700,Census Tract 7307, Anne Arundel County,2242,384,363,113,152,98,515,18,3.495145631,13,4.659498208,1.164
24003731105,Census Tract 7311.05, Anne Arundel County,1151,183,321,117,104,54,425,34,8,22,6.832298137,-1.168
24003751200,Census Tract 7512, Anne Arundel County,1259,219,300,103,142,79,442,46,10.40723982,49,12.12871287,1.721
24005400800,Census Tract 4008, Baltimore County,549,140,99,48,50,39,149,17,11.40939597,29,15.02590674,3.617
24005401506,Census Tract 4015.06, Baltimore County,1643,232,393,137,129,70,522,107,20.49808429,65,20.90032154,0.402
24033802203,Census Tract 8022.03, Prince George's County,886,222,252,96,1,9,253,12,4.743083004,0,0,-4.743
24510280401,Census Tract 2804.01, Baltimore city,923,170,211,94,26,32,237,13,5.485232068,0,0,-5.485
24031702000,Census Tract 7020, Montgomery County,1628,328,362,157,70,44,432,156,36.11111111,54,17.08860759,-19.023
24031703901,Census Tract 7039.01, Montgomery County,896,146,185,92,70,42,255,31,12.15686275,32,11.89591078,-0.261
24510150600,Census Tract 1506, Baltimore city,706,216,193,84,20,32,213,31,14.55399061,133,47.33096085,32.777
24031705800,Census Tract 7058, Montgomery County,1785,254,167,102,73,55,240,17,7.083333333,76,27.04626335,19.963
24005408900,Census Tract 4089, Baltimore County,642,132,90,47,49,32,139,0,0,0,0,0
24039930300,Census Tract 9303, Somerset County,409,146,38,30,34,34,72,0,0,47,25.96685083,25.967
24510070300,Census Tract 703, Baltimore city,282,115,12,14,26,39,38,34,89.47368421,0,0,-89.474
24510090500,Census Tract 905, Baltimore city,433,103,62,40,41,31,103,39,37.86407767,20,27.02702703,-10.837
24025306100,Census Tract 3061, Harford County,767,176,175,115,16,24,191,78,40.83769634,15,6.880733945,-33.957
24510200300,Census Tract 2003, Baltimore city,521,131,43,46,0,12,43,11,25.58139535,0,0,-25.581
24005408703,Census Tract 4087.03, Baltimore County,1391,284,229,116,166,109,395,0,0,16,3.921568627,3.922
24005452000,Census Tract 4520, Baltimore County,324,95,45,32,15,24,60,0,0,22,23.40425532,23.404
24031703210,Census Tract 7032.10, Montgomery County,1155,136,277,115,76,46,353,11,3.116147309,0,0,-3.116
24033800109,Census Tract 8001.09, Prince George's County,1091,230,200,99,0,12,200,71,35.5,16,8.205128205,-27.295
24043000400,Census Tract 4, Washington County,377,120,93,55,10,11,103,43,41.74757282,42,51.85185185,10.104
24510250401,Census Tract 2504.01, Baltimore city,832,284,169,112,35,37,204,22,10.78431373,87,38.66666667,27.882
24510271503,Census Tract 2715.03, Baltimore city,106,43,3,6,40,36,43,4,9.302325581,8,33.33333333,24.031
24033803522,Census Tract 8035.22, Prince George's County,973,225,311,171,142,113,453,86,18.98454746,0,0,-18.985
24003731308,Census Tract 7313.08, Anne Arundel County,706,150,149,66,9,16,158,0,0,0,0,0
24005403602,Census Tract 4036.02, Baltimore County,1361,262,181,175,132,91,313,15,4.792332268,45,11.59793814,6.806
24510250206,Census Tract 2502.06, Baltimore city,390,110,81,60,10,17,91,27,29.67032967,3,2.222222222,-27.448
24027601105,Census Tract 6011.05, Howard County,1407,235,218,96,180,76,398,0,0,23,5.411764706,5.412
24031702500,Census Tract 7025, Montgomery County,1135,255,397,138,451,138,848,300,35.37735849,141,19.66527197,-15.712
24003730402,Census Tract 7304.02, Anne Arundel County,1203,310,218,112,0,17,218,17,7.798165138,4,1.257861635,-6.54
24005430101,Census Tract 4301.01, Baltimore County,1322,275,288,125,74,72,362,160,44.19889503,198,72,27.801
24031701409,Census Tract 7014.09, Montgomery County,1254,203,402,110,26,23,428,9,2.102803738,18,4.651162791,2.548
24031700616,Census Tract 7006.16, Montgomery County,1396,172,205,92,123,63,328,0,0,0,0,0
24033807410,Census Tract 8074.10, Prince George's County,1375,244,224,109,36,29,260,17,6.538461538,44,11,4.462
24510260800,Census Tract 2608, Baltimore city,444,120,67,52,55,49,122,53,43.44262295,49,48.03921569,4.597
24003730604,Census Tract 7306.04, Anne Arundel County,2139,269,244,128,261,121,505,0,0,106,18.05792164,18.058
24005408601,Census Tract 4086.01, Baltimore County,1008,123,177,69,127,64,304,0,0,0,0,0
24017850711,Census Tract 8507.11, Charles County,1597,213,363,118,66,40,429,45,10.48951049,8,1.909307876,-8.58
24027606701,Census Tract 6067.01, Howard County,725,151,100,43,81,43,181,0,0,0,0,0
24031700718,Census Tract 7007.18, Montgomery County,751,183,214,111,142,60,356,50,14.04494382,22,3.583061889,-10.462
24033803514,Census Tract 8035.14, Prince George's County,1045,261,249,123,34,37,283,0,0,0,0,0
24033807304,Census Tract 8073.04, Prince George's County,433,94,99,58,22,23,121,6,4.958677686,0,0,-4.959
24510260401,Census Tract 2604.01, Baltimore city,721,195,63,45,22,21,85,41,48.23529412,0,0,-48.235
24510270803,Census Tract 2708.03, Baltimore city,1986,487,690,271,236,163,926,162,17.49460043,60,8.287292818,-9.207
24031701101,Census Tract 7011.01, Montgomery County,1113,214,248,101,96,59,344,53,15.40697674,9,3.913043478,-11.494
24033803613,Census Tract 8036.13, Prince George's County,1468,264,502,187,104,78,606,24,3.96039604,57,8.934169279,4.974
24047950100,Census Tract 9501, Worcester County,352,164,23,22,36,26,59,14,23.72881356,0,0,-23.729
24013514202,Census Tract 5142.02, Carroll County,782,146,150,72,37,33,187,0,0,0,0,0
24015030700,Census Tract 307, Cecil County,1257,224,117,57,35,29,152,20,13.15789474,21,13.37579618,0.218
24017850709,Census Tract 8507.09, Charles County,2424,388,506,278,229,145,735,42,5.714285714,30,10.16949153,4.455
24017850905,Census Tract 8509.05, Charles County,1193,243,427,173,40,30,467,47,10.06423983,15,2.923976608,-7.14
24021752301,Census Tract 7523.01, Frederick County,1612,232,320,108,60,58,380,9,2.368421053,64,9.275362319,6.907
24027601204,Census Tract 6012.04, Howard County,1609,199,348,132,106,65,454,38,8.370044053,14,2.58780037,-5.782
24027605504,Census Tract 6055.04, Howard County,1025,135,118,49,34,29,152,0,0,0,0,0
24033801701,Census Tract 8017.01, Prince George's County,1376,296,370,154,41,35,411,109,26.52068127,60,29.41176471,2.891
24033801901,Census Tract 8019.01, Prince George's County,1177,258,171,88,161,115,332,2,0.602409639,7,1.983002833,1.381
24033802901,Census Tract 8029.01, Prince George's County,1072,299,136,69,0,12,136,13,9.558823529,18,8.823529412,-0.735
24021753002,Census Tract 7530.02, Frederick County,800,186,139,57,14,23,153,0,0,0,0,0
24031701418,Census Tract 7014.18, Montgomery County,1173,254,288,106,30,29,318,0,0,8,2.272727273,2.273
24031701509,Census Tract 7015.09, Montgomery County,2228,327,708,223,101,74,809,48,5.933250927,53,8.907563025,2.974
24031702900,Census Tract 7029, Montgomery County,1152,209,257,118,142,122,399,17,4.260651629,16,6.225680934,1.965
24031703212,Census Tract 7032.12, Montgomery County,2238,424,471,170,180,121,651,0,0,0,0,0
24031703402,Census Tract 7034.02, Montgomery County,869,140,157,112,57,36,214,26,12.14953271,0,0,-12.15
24031704503,Census Tract 7045.03, Montgomery County,1334,154,179,61,40,41,219,0,0,0,0,0
24033800108,Census Tract 8001.08, Prince George's County,800,188,202,88,113,95,315,53,16.82539683,23,6.59025788,-10.235
24029950300,Census Tract 9503, Kent County,1838,254,1300,200,48,49,1348,139,10.3115727,84,6.431852986,-3.88
24031700721,Census Tract 7007.21, Montgomery County,515,136,222,104,73,48,295,48,16.27118644,53,20.86614173,4.595
24031700817,Census Tract 7008.17, Montgomery County,1037,233,212,130,236,107,448,85,18.97321429,61,8.321964529,-10.651
24033800402,Census Tract 8004.02, Prince George's County,1194,198,219,84,92,54,311,8,2.572347267,2,0.729927007,-1.842
24005440400,Census Tract 4404, Baltimore County,1362,315,353,152,81,58,434,26,5.99078341,0,0,-5.991
24005450100,Census Tract 4501, Baltimore County,685,183,225,83,35,33,260,37,14.23076923,34,12.6394052,-1.591
24005490900,Census Tract 4909, Baltimore County,937,349,503,319,87,89,590,337,57.11864407,498,64.17525773,7.057
24005491701,Census Tract 4917.01, Baltimore County,1100,185,349,119,168,72,517,56,10.83172147,53,12.38317757,1.551
24005492500,Census Tract 4925, Baltimore County,2874,424,2855,424,12,13,2867,55,1.918381584,0,0,-1.918
24009860402,Census Tract 8604.02, Calvert County,957,182,205,73,70,50,275,48,17.45454545,12,5.217391304,-12.237
24009861004,Census Tract 8610.04, Calvert County,2337,440,424,183,27,27,451,19,4.21286031,0,0,-4.213
24021773500,Census Tract 7735, Frederick County,1333,196,367,132,52,36,419,57,13.60381862,31,8.985507246,-4.618
24031701005,Census Tract 7010.05, Montgomery County,1062,179,207,74,137,71,344,11,3.197674419,0,0,-3.198
24031701314,Census Tract 7013.14, Montgomery County,991,138,241,99,54,38,295,26,8.813559322,0,0,-8.814
24005402504,Census Tract 4025.04, Baltimore County,1168,212,298,148,70,41,368,11,2.989130435,24,4.624277457,1.635
24005403803,Census Tract 4038.03, Baltimore County,528,121,85,37,59,52,144,29,20.13888889,0,0,-20.139
24013504201,Census Tract 5042.01, Carroll County,1614,210,349,103,59,42,408,16,3.921568627,0,0,-3.922
24025301301,Census Tract 3013.01, Harford County,1059,186,243,96,34,32,277,25,9.025270758,14,5.405405405,-3.62
24025302200,Census Tract 3022, Harford County,506,91,121,50,35,26,156,12,7.692307692,7,7.446808511,-0.245
24005404900,Census Tract 4049, Baltimore County,1215,169,198,69,68,39,266,6,2.255639098,9,5.084745763,2.829
24005408400,Census Tract 4084, Baltimore County,34,23,6,9,0,12,6,6,100,7,11.86440678,-88.136
24005411308,Census Tract 4113.08, Baltimore County,907,169,186,88,98,71,284,0,0,31,10.54421769,10.544
24005420303,Census Tract 4203.03, Baltimore County,256,50,63,37,10,10,73,6,8.219178082,13,8.724832215,0.506
24005421300,Census Tract 4213, Baltimore County,697,189,153,79,17,19,170,28,16.47058824,39,25.82781457,9.357
24510270901,Census Tract 2709.01, Baltimore city,1216,336,444,226,108,64,552,143,25.9057971,59,12.42105263,-13.485
24510151100,Census Tract 1511, Baltimore city,1654,523,340,181,54,62,394,20,5.076142132,57,7.755102041,2.679
24033802600,Census Tract 8026, Prince George's County,735,190,98,44,0,12,98,16,16.32653061,24,16.78321678,0.457
24037875202,Census Tract 8752.02, St. Mary's County,1724,303,409,130,39,35,448,71,15.84821429,20,4.64037123,-11.208
24033803516,Census Tract 8035.16, Prince George's County,1512,296,455,138,219,116,674,88,13.05637982,0,0,-13.056
24033803605,Census Tract 8036.05, Prince George's County,2269,316,538,137,188,80,726,18,2.479338843,16,4.11311054,1.634
24043000602,Census Tract 6.02, Washington County,615,135,84,53,21,24,105,10,9.523809524,19,15.83333333,6.31
24043010500,Census Tract 105, Washington County,1496,257,171,82,13,22,184,0,0,0,0,0
24043011301,Census Tract 113.01, Washington County,1375,181,347,135,54,34,401,9,2.244389027,12,3.973509934,1.729
24033806400,Census Tract 8064, Prince George's County,1171,183,273,148,259,109,532,190,35.71428571,319,50.87719298,15.163
24033806714,Census Tract 8067.14, Prince George's County,1183,204,196,88,134,91,330,47,14.24242424,135,24.28057554,10.038
24033807404,Census Tract 8074.04, Prince George's County,1435,184,288,115,198,99,486,105,21.60493827,72,10.94224924,-10.663
24035810700,Census Tract 8107, Queen Anne's County,964,146,114,65,66,72,180,0,0,17,10,10
24037875700,Census Tract 8757, St. Mary's County,1925,254,343,142,79,63,422,0,0,0,0,0
24045010701,Census Tract 107.01, Wicomico County,892,170,149,86,26,26,175,46,26.28571429,40,24.8447205,-1.441
24510040200,Census Tract 402, Baltimore city,635,157,372,131,259,119,631,82,12.99524564,50,7.132667618,-5.863
24510120100,Census Tract 1201, Baltimore city,1262,223,462,174,576,177,1038,437,42.10019268,567,51.35869565,9.259
24510130600,Census Tract 1306, Baltimore city,678,186,119,66,335,135,454,41,9.030837004,48,14.03508772,5.004
24033800515,Census Tract 8005.15, Prince George's County,1078,187,221,112,167,102,388,19,4.896907216,0,0,-4.897
24033800607,Census Tract 8006.07, Prince George's County,2110,351,420,134,237,102,657,0,0,0,0,0
24033801004,Census Tract 8010.04, Prince George's County,1138,201,150,70,72,42,222,0,0,0,0,0
24033801404,Census Tract 8014.04, Prince George's County,1037,448,138,88,107,69,245,59,24.08163265,11,7.971014493,-16.111
24037990000,Census Tract 9900, St. Mary's County,0,12,0,12,0,12,0,0,0,0,0,0
24039990100,Census Tract 9901, Somerset County,0,12,0,12,0,12,0,0,0,0,0,0
24041990000,Census Tract 9900, Talbot County,0,12,0,12,0,12,0,0,0,0,0,0
24047990000,Census Tract 9900, Worcester County,0,12,0,12,0,12,0,0,0,0,0,0
24035990000,Census Tract 9900, Queen Anne's County,0,12,0,12,0,12,0,0,0,0,0,0
24035990100,Census Tract 9901, Queen Anne's County,0,12,0,12,0,12,0,0,0,0,0,0
24003990000,Census Tract 9900, Anne Arundel County,0,12,0,12,0,12,0,0,0,0,0,0
24029990000,Census Tract 9900, Kent County,0,12,0,12,0,12,0,0,0,0,0,0
24009990100,Census Tract 9901, Calvert County,0,12,0,12,0,12,0,0,0,0,0,0
24019990000,Census Tract 9900, Dorchester County,0,12,0,12,0,12,0,0,0,0,0,0
