GEOID,Census Tract,County,ttl_nrE,ttl_nrM,undrg_E,undrg_M,grd_ppE,grd_ppM,totalenrol,fpl_total2,Percent_20,fpl_tota_1,Percent__1,difference
24003702701,Census Tract 7027.01, Anne Arundel County,963,249,257,128,155,98,412,14,3.398058252,0,0,-3.398
24003706301,Census Tract 7063.01, Anne Arundel County,532,337,111,96,110,72,221,23,10.40723982,44,14.76510067,4.358
24003706401,Census Tract 7064.01, Anne Arundel County,2013,316,186,111,95,82,281,11,3.914590747,0,0,-3.915
24003706600,Census Tract 7066, Anne Arundel County,1665,407,222,123,110,64,332,19,5.722891566,24,11.26760563,5.545
24003707001,Census Tract 7070.01, Anne Arundel County,1896,338,334,134,68,53,402,0,0,50,11.60092807,11.601
24003708001,Census Tract 7080.01, Anne Arundel County,820,169,170,67,22,23,192,26,13.54166667,34,20.60606061,7.064
24005407001,Census Tract 4070.01, Baltimore County,648,169,100,54,52,36,152,0,0,0,0,0
24005408100,Census Tract 4081, Baltimore County,1393,226,166,111,106,61,272,11,4.044117647,52,17.10526316,13.061
24005408303,Census Tract 4083.03, Baltimore County,1114,130,172,56,94,62,266,12,4.511278195,0,0,-4.511
24005408503,Census Tract 4085.03, Baltimore County,906,174,276,118,26,26,302,31,10.26490066,18,9,-1.265
24005408505,Census Tract 4085.05, Baltimore County,1107,186,331,159,87,45,418,103,24.64114833,58,30.52631579,5.885
24005408702,Census Tract 4087.02, Baltimore County,637,79,123,66,55,34,178,0,0,6,7.5,7.5
24005408704,Census Tract 4087.04, Baltimore County,1611,219,242,112,202,104,444,15,3.378378378,0,0,-3.378
24013503000,Census Tract 5030, Carroll County,1348,354,303,162,69,48,372,0,0,0,0,0
24013505205,Census Tract 5052.05, Carroll County,986,114,236,67,67,36,303,0,0,0,0,0
24013505207,Census Tract 5052.07, Carroll County,1260,153,183,65,51,48,234,13,5.555555556,0,0,-5.556
24013505208,Census Tract 5052.08, Carroll County,1606,150,216,88,63,49,279,12,4.301075269,0,0,-4.301
24013507500,Census Tract 5075, Carroll County,2213,208,1427,145,49,47,1476,51,3.455284553,7,0.452488688,-3.003
24013507702,Census Tract 5077.02, Carroll County,800,214,190,106,78,48,268,0,0,7,3.125,3.125
24017850500,Census Tract 8505, Charles County,696,174,195,73,31,29,226,0,0,0,0,0
24017850710,Census Tract 8507.10, Charles County,1696,326,424,134,134,112,558,10,1.792114695,0,0,-1.792
24017850712,Census Tract 8507.12, Charles County,1476,307,230,99,168,73,398,37,9.296482412,36,7.51565762,-1.781
24017850801,Census Tract 8508.01, Charles County,1203,230,281,87,56,37,337,19,5.637982196,6,2.926829268,-2.711
24017850802,Census Tract 8508.02, Charles County,975,174,230,87,32,23,262,33,12.59541985,14,2.991452991,-9.604
24017850906,Census Tract 8509.06, Charles County,1336,216,280,143,83,79,363,11,3.03030303,48,11.62227603,8.592
24003708004,Census Tract 7080.04, Anne Arundel County,1523,310,244,118,46,44,290,19,6.551724138,0,0,-6.552
24003730502,Census Tract 7305.02, Anne Arundel County,1419,244,435,184,123,79,558,23,4.121863799,0,0,-4.122
24003730505,Census Tract 7305.05, Anne Arundel County,1281,319,439,169,148,127,587,27,4.599659284,50,9.541984733,4.942
24003730506,Census Tract 7305.06, Anne Arundel County,966,317,465,157,21,24,486,44,9.053497942,19,20.65217391,11.599
24003730603,Census Tract 7306.03, Anne Arundel County,836,138,184,64,34,23,218,0,0,0,0,0
24003730902,Census Tract 7309.02, Anne Arundel County,1036,145,163,75,47,37,210,7,3.333333333,0,0,-3.333
24003731003,Census Tract 7310.03, Anne Arundel County,1192,169,247,109,82,38,329,0,0,11,3.859649123,3.86
24003731004,Census Tract 7310.04, Anne Arundel County,1357,195,271,92,43,36,314,10,3.184713376,8,3.187250996,0.003
24005411101,Census Tract 4111.01, Baltimore County,512,74,61,31,34,27,95,10,10.52631579,30,22.22222222,11.696
24005411102,Census Tract 4111.02, Baltimore County,712,125,205,72,43,40,248,15,6.048387097,6,2.390438247,-3.658
24005411202,Census Tract 4112.02, Baltimore County,850,156,175,96,89,65,264,0,0,22,7.407407407,7.407
24005411406,Census Tract 4114.06, Baltimore County,1061,181,304,126,71,40,375,38,10.13333333,0,0,-10.133
24005411410,Census Tract 4114.10, Baltimore County,1044,186,209,93,140,76,349,24,6.876790831,20,7.299270073,0.422
24005420100,Census Tract 4201, Baltimore County,815,211,164,76,28,30,192,0,0,0,0,0
24005420401,Census Tract 4204.01, Baltimore County,1906,502,395,236,22,37,417,0,0,0,0,0
24005420701,Census Tract 4207.01, Baltimore County,872,233,225,125,0,12,225,8,3.555555556,65,44.82758621,41.272
24005420900,Census Tract 4209, Baltimore County,696,219,155,90,6,9,161,27,16.77018634,27,17.30769231,0.538
24005421101,Census Tract 4211.01, Baltimore County,527,153,47,44,0,12,47,5,10.63829787,6,9.523809524,-1.114
24017851002,Census Tract 8510.02, Charles County,2573,340,523,177,102,62,625,159,25.44,0,0,-25.44
24019970500,Census Tract 9705, Dorchester County,902,182,212,105,23,26,235,44,18.72340426,94,72.30769231,53.584
24019970600,Census Tract 9706, Dorchester County,1293,219,272,95,55,48,327,118,36.08562691,27,8.681672026,-27.404
24021750300,Census Tract 7503, Frederick County,276,91,40,28,32,29,72,20,27.77777778,36,33.64485981,5.867
24021751802,Census Tract 7518.02, Frederick County,1062,215,313,117,25,28,338,0,0,6,10.16949153,10.169
24021751903,Census Tract 7519.03, Frederick County,1566,194,149,73,163,105,312,0,0,0,0,0
24003731201,Census Tract 7312.01, Anne Arundel County,1846,255,298,131,132,73,430,5,1.162790698,32,11.5942029,10.431
24003731203,Census Tract 7312.03, Anne Arundel County,2134,294,428,138,138,107,566,18,3.180212014,0,0,-3.18
24003731303,Census Tract 7313.03, Anne Arundel County,1485,294,302,156,93,66,395,0,0,41,12.13017751,12.13
24003731306,Census Tract 7313.06, Anne Arundel County,1706,273,630,222,104,74,734,0,0,18,3.071672355,3.072
24003731311,Census Tract 7313.11, Anne Arundel County,2279,365,489,163,163,99,652,32,4.90797546,55,7.284768212,2.377
24003740105,Census Tract 7401.05, Anne Arundel County,1621,238,218,93,82,56,300,7,2.333333333,0,0,-2.333
24003740201,Census Tract 7402.01, Anne Arundel County,1772,331,470,174,101,103,571,18,3.152364273,35,5.401234568,2.249
24003750804,Census Tract 7508.04, Anne Arundel County,917,198,287,110,19,25,306,39,12.74509804,0,0,-12.745
24003751102,Census Tract 7511.02, Anne Arundel County,836,217,348,140,57,37,405,84,20.74074074,41,13.14102564,-7.6
24005430200,Census Tract 4302, Baltimore County,846,151,263,149,49,36,312,105,33.65384615,0,0,-33.654
24005430400,Census Tract 4304, Baltimore County,1070,217,364,139,43,30,407,94,23.0958231,38,8.857808858,-14.238
24001001700,Census Tract 17, Allegany County,1399,348,631,320,52,48,683,393,57.54026354,407,47.10648148,-10.434
24003751400,Census Tract 7514, Anne Arundel County,818,119,212,72,53,44,265,18,6.79245283,0,0,-6.792
24003980000,Census Tract 9800, Anne Arundel County,4,6,0,12,0,12,0,0,0,0,0,0
24005400400,Census Tract 4004, Baltimore County,1407,259,314,117,146,93,460,15,3.260869565,76,15.35353535,12.093
24005400600,Census Tract 4006, Baltimore County,767,181,205,107,75,54,280,61,21.78571429,57,26.14678899,4.361
24005401101,Census Tract 4011.01, Baltimore County,2133,478,606,253,124,107,730,65,8.904109589,43,6.456456456,-2.448
24005401200,Census Tract 4012, Baltimore County,869,167,198,93,58,41,256,33,12.890625,12,6.976744186,-5.914
24005401504,Census Tract 4015.04, Baltimore County,1975,394,458,162,466,251,924,159,17.20779221,33,6.666666667,-10.541
24005401507,Census Tract 4015.07, Baltimore County,1619,277,358,149,131,96,489,116,23.72188139,98,19.75806452,-3.964
24005402202,Census Tract 4022.02, Baltimore County,328,64,82,37,30,21,112,1,0.892857143,5,5.319148936,4.426
24001001900,Census Tract 19, Allegany County,619,149,123,79,20,21,143,3,2.097902098,0,0,-2.098
24033800507,Census Tract 8005.07, Prince George's County,974,160,283,86,137,73,420,24,5.714285714,0,0,-5.714
24033800511,Census Tract 8005.11, Prince George's County,1476,263,349,150,162,72,511,20,3.913894325,4,1.104972376,-2.809
24033800514,Census Tract 8005.14, Prince George's County,1976,375,541,244,198,94,739,0,0,23,3.427719821,3.428
24033800517,Census Tract 8005.17, Prince George's County,1534,216,329,123,208,96,537,0,0,0,0,0
24033800604,Census Tract 8006.04, Prince George's County,479,123,123,71,42,26,165,12,7.272727273,22,14.86486486,7.592
24033800606,Census Tract 8006.06, Prince George's County,1942,547,405,168,150,94,555,0,0,29,5.206463196,5.206
24033800701,Census Tract 8007.01, Prince George's County,1598,214,301,103,73,44,374,0,0,0,0,0
24033800705,Census Tract 8007.05, Prince George's County,1210,208,199,117,57,45,256,2,0.78125,1,0.278551532,-0.503
24031701211,Census Tract 7012.11, Montgomery County,1818,294,529,199,157,99,686,136,19.82507289,71,11.00775194,-8.817
24031701216,Census Tract 7012.16, Montgomery County,799,313,66,54,182,107,248,26,10.48387097,0,0,-10.484
24031701220,Census Tract 7012.20, Montgomery County,1317,145,195,74,20,22,215,9,4.186046512,22,6.25,2.064
24031701306,Census Tract 7013.06, Montgomery County,913,113,132,51,77,54,209,0,0,0,0,0
24031701307,Census Tract 7013.07, Montgomery County,1394,180,462,170,42,33,504,179,35.51587302,1,0.276243094,-35.24
24031701317,Census Tract 7013.17, Montgomery County,1267,175,206,80,66,43,272,13,4.779411765,1,0.462962963,-4.316
24031701408,Census Tract 7014.08, Montgomery County,1767,306,379,160,69,51,448,0,0,25,4.512635379,4.513
24031702101,Census Tract 7021.01, Montgomery County,1796,328,456,152,108,72,564,35,6.205673759,33,6.976744186,0.771
24031702302,Census Tract 7023.02, Montgomery County,1202,232,232,99,39,26,271,84,30.99630996,73,36.5,5.504
24031702401,Census Tract 7024.01, Montgomery County,631,133,130,60,41,28,171,7,4.093567251,0,0,-4.094
24031702602,Census Tract 7026.02, Montgomery County,1376,359,173,145,705,221,878,445,50.6833713,243,28.5546416,-22.129
24031702700,Census Tract 7027, Montgomery County,1726,289,336,132,224,123,560,25,4.464285714,95,11.875,7.411
24031703100,Census Tract 7031, Montgomery County,1093,173,362,108,63,52,425,16,3.764705882,12,3.084832905,-0.68
24031703206,Census Tract 7032.06, Montgomery County,811,199,293,106,62,44,355,19,5.352112676,5,2.314814815,-3.037
24031703208,Census Tract 7032.08, Montgomery County,1217,190,100,66,53,36,153,0,0,0,0,0
24031703209,Census Tract 7032.09, Montgomery County,1590,290,433,205,102,58,535,36,6.728971963,60,11.15241636,4.423
24031703215,Census Tract 7032.15, Montgomery County,929,254,308,196,47,51,355,20,5.633802817,46,18.69918699,13.065
24031703218,Census Tract 7032.18, Montgomery County,17,19,9,14,8,13,17,0,0,0,0,0
24033800706,Census Tract 8007.06, Prince George's County,1087,192,308,116,101,60,409,0,0,31,16.4893617,16.489
24033800800,Census Tract 8008, Prince George's County,608,157,147,90,43,41,190,0,0,0,0,0
24033801210,Census Tract 8012.10, Prince George's County,1139,227,188,79,26,31,214,0,0,24,7.058823529,7.059
24033801212,Census Tract 8012.12, Prince George's County,841,170,171,91,52,39,223,8,3.587443946,0,0,-3.587
24033801214,Census Tract 8012.14, Prince George's County,810,154,246,83,28,25,274,0,0,0,0,0
24033801215,Census Tract 8012.15, Prince George's County,759,133,139,54,59,43,198,5,2.525252525,0,0,-2.525
24033801305,Census Tract 8013.05, Prince George's County,992,172,244,101,32,37,276,8,2.898550725,46,10.72261072,7.824
24031701414,Census Tract 7014.14, Montgomery County,2126,364,878,229,128,82,1006,15,1.491053678,0,0,-1.491
24031703221,Census Tract 7032.21, Montgomery County,1381,212,295,124,115,59,410,0,0,25,5.707762557,5.708
24031703302,Census Tract 7033.02, Montgomery County,1150,215,253,87,37,46,290,33,11.37931034,0,0,-11.379
24031703501,Census Tract 7035.01, Montgomery County,1986,279,666,219,83,69,749,136,18.15754339,30,7.194244604,-10.963
24031703601,Census Tract 7036.01, Montgomery County,960,193,268,151,24,22,292,30,10.2739726,30,9.375,-0.899
24031703702,Census Tract 7037.02, Montgomery County,1198,229,348,129,42,34,390,5,1.282051282,14,4.487179487,3.205
24031703902,Census Tract 7039.02, Montgomery County,2435,414,531,182,465,308,996,23,2.309236948,0,0,-2.309
24031704100,Census Tract 7041, Montgomery County,1193,105,150,49,56,34,206,14,6.796116505,0,0,-6.796
24031704300,Census Tract 7043, Montgomery County,1226,114,89,56,55,40,144,0,0,10,6.25,6.25
24031704404,Census Tract 7044.04, Montgomery County,1161,183,235,111,98,60,333,33,9.90990991,0,0,-9.91
24031704700,Census Tract 7047, Montgomery County,1264,210,95,51,106,51,201,25,12.43781095,21,15.44117647,3.003
24031704804,Census Tract 7048.04, Montgomery County,333,226,20,17,221,229,241,8,3.319502075,13,18.84057971,15.521
24033801309,Census Tract 8013.09, Prince George's County,831,306,106,67,96,96,202,0,0,0,0,0
24033801311,Census Tract 8013.11, Prince George's County,1792,375,399,133,151,74,550,31,5.636363636,0,0,-5.636
24033801312,Census Tract 8013.12, Prince George's County,675,193,226,127,33,27,259,11,4.247104247,12,5.581395349,1.334
24033801407,Census Tract 8014.07, Prince George's County,1459,277,370,153,252,145,622,0,0,0,0,0
24033801409,Census Tract 8014.09, Prince George's County,613,171,100,91,47,41,147,21,14.28571429,12,8.695652174,-5.59
24033801411,Census Tract 8014.11, Prince George's County,895,172,192,85,67,56,259,0,0,30,44.11764706,44.118
24033801500,Census Tract 8015, Prince George's County,520,106,100,64,34,37,134,7,5.223880597,0,0,-5.224
24033801706,Census Tract 8017.06, Prince George's County,354,103,71,40,0,12,71,9,12.67605634,9,15,2.324
24033801708,Census Tract 8017.08, Prince George's County,860,204,174,88,50,56,224,29,12.94642857,12,5.309734513,-7.637
24031705200,Census Tract 7052, Montgomery County,1002,96,83,47,66,33,149,3,2.013422819,2,1.666666667,-0.347
24033800103,Census Tract 8001.03, Prince George's County,404,92,87,46,78,46,165,15,9.090909091,5,3.424657534,-5.666
24033800105,Census Tract 8001.05, Prince George's County,1178,190,189,106,204,84,393,0,0,66,20.30769231,20.308
24033800206,Census Tract 8002.06, Prince George's County,1132,189,229,91,110,66,339,59,17.40412979,28,5.944798301,-11.459
24033800211,Census Tract 8002.11, Prince George's County,698,174,147,74,84,95,231,5,2.164502165,0,0,-2.165
24033800212,Census Tract 8002.12, Prince George's County,1662,273,421,137,307,170,728,16,2.197802198,28,4.508856683,2.311
24033800401,Census Tract 8004.01, Prince George's County,579,86,112,47,31,23,143,13,9.090909091,7,5.982905983,-3.108
24033800410,Census Tract 8004.10, Prince George's County,2796,299,1694,239,128,79,1822,0,0,69,3.745928339,3.746
24033800413,Census Tract 8004.13, Prince George's County,1358,263,426,147,57,42,483,33,6.832298137,5,1.079913607,-5.752
24033801802,Census Tract 8018.02, Prince George's County,853,282,166,85,38,44,204,16,7.843137255,27,17.08860759,9.245
24033801904,Census Tract 8019.04, Prince George's County,739,259,148,74,73,62,221,20,9.049773756,16,9.356725146,0.307
24033801906,Census Tract 8019.06, Prince George's County,390,87,50,34,25,24,75,0,0,0,0,0
24033802103,Census Tract 8021.03, Prince George's County,878,173,259,120,20,25,279,0,0,0,0,0
24033802106,Census Tract 8021.06, Prince George's County,955,268,141,77,25,26,166,18,10.84337349,10,3.937007874,-6.906
24033802301,Census Tract 8023.01, Prince George's County,941,180,253,99,37,54,290,51,17.5862069,27,21.6,4.014
24033802408,Census Tract 8024.08, Prince George's County,292,72,48,32,35,26,83,9,10.84337349,6,8.955223881,-1.888
24033802501,Census Tract 8025.01, Prince George's County,567,162,99,64,14,23,113,10,8.849557522,30,27.52293578,18.673
24033802804,Census Tract 8028.04, Prince George's County,1198,276,161,96,101,71,262,61,23.28244275,35,20.83333333,-2.449
24033803100,Census Tract 8031, Prince George's County,744,141,180,77,22,24,202,18,8.910891089,5,3.164556962,-5.746
24033803508,Census Tract 8035.08, Prince George's County,1127,241,181,93,62,51,243,34,13.99176955,12,3.47826087,-10.514
24021770700,Census Tract 7707, Frederick County,734,129,166,66,29,43,195,8,4.102564103,0,0,-4.103
24021775400,Census Tract 7754, Frederick County,951,132,180,72,40,30,220,52,23.63636364,8,4.819277108,-18.817
24021775600,Census Tract 7756, Frederick County,1191,147,149,70,80,51,229,17,7.423580786,28,15.38461538,7.961
24025301106,Census Tract 3011.06, Harford County,1243,196,352,97,98,59,450,0,0,0,0,0
24023000200,Census Tract 2, Garrett County,758,174,65,41,50,42,115,8,6.956521739,15,9.803921569,2.847
24023000500,Census Tract 5, Garrett County,724,191,101,70,61,47,162,32,19.75308642,32,12.90322581,-6.85
24025301108,Census Tract 3011.08, Harford County,1092,193,140,55,106,63,246,0,0,11,7.638888889,7.639
24025301204,Census Tract 3012.04, Harford County,966,229,92,47,145,61,237,0,0,0,0,0
24025301401,Census Tract 3014.01, Harford County,1648,374,419,159,119,70,538,129,23.97769517,56,9.87654321,-14.101
24027606607,Census Tract 6066.07, Howard County,1329,260,199,89,118,74,317,0,0,0,0,0
24027606704,Census Tract 6067.04, Howard County,2223,342,417,195,253,127,670,63,9.402985075,12,2.166064982,-7.237
24027606706,Census Tract 6067.06, Howard County,1109,200,302,108,162,78,464,50,10.77586207,145,29.83539095,19.06
24025301402,Census Tract 3014.02, Harford County,629,115,129,48,21,19,150,7,4.666666667,16,15.53398058,10.867
24025301602,Census Tract 3016.02, Harford County,2416,429,650,254,122,115,772,0,0,28,2.828282828,2.828
24025301703,Census Tract 3017.03, Harford County,1228,220,264,102,94,61,358,40,11.17318436,15,3.759398496,-7.414
24025302801,Census Tract 3028.01, Harford County,881,167,265,136,49,39,314,17,5.414012739,37,11.85897436,6.445
24025302802,Census Tract 3028.02, Harford County,1294,244,510,208,43,33,553,187,33.81555154,31,8.985507246,-24.83
24025302902,Census Tract 3029.02, Harford County,877,190,193,93,34,30,227,0,0,0,0,0
24025303102,Census Tract 3031.02, Harford County,774,93,158,53,57,42,215,5,2.325581395,9,5.696202532,3.371
24025303201,Census Tract 3032.01, Harford County,1743,185,296,117,88,51,384,58,15.10416667,13,4.924242424,-10.18
24027606803,Census Tract 6068.03, Howard County,1401,279,317,147,242,99,559,58,10.37567084,0,0,-10.376
24027606806,Census Tract 6068.06, Howard County,2150,241,425,182,175,102,600,16,2.666666667,0,0,-2.667
24027606905,Census Tract 6069.05, Howard County,1739,251,219,124,91,80,310,25,8.064516129,0,0,-8.065
24027606907,Census Tract 6069.07, Howard County,1778,503,431,191,227,165,658,1,0.151975684,24,4.848484848,4.697
24029950200,Census Tract 9502, Kent County,915,192,197,105,59,50,256,37,14.453125,28,9.180327869,-5.273
24025303300,Census Tract 3033, Harford County,1730,241,317,139,111,74,428,38,8.878504673,62,20.39473684,11.516
24025303501,Census Tract 3035.01, Harford County,1163,254,183,95,89,59,272,13,4.779411765,26,8.360128617,3.581
24025303602,Census Tract 3036.02, Harford County,958,136,151,67,29,26,180,5,2.777777778,0,0,-2.778
24025303603,Census Tract 3036.03, Harford County,2243,197,422,134,150,78,572,0,0,0,0,0
24025303802,Census Tract 3038.02, Harford County,405,149,115,53,41,31,156,14,8.974358974,10,7.462686567,-1.512
24025303900,Census Tract 3039, Harford County,573,82,116,44,41,27,157,0,0,13,7.878787879,7.879
24025304102,Census Tract 3041.02, Harford County,881,101,126,60,60,58,186,20,10.75268817,11,5.97826087,-4.774
24029950500,Census Tract 9505, Kent County,428,105,66,50,4,7,70,4,5.714285714,0,0,-5.714
24031700103,Census Tract 7001.03, Montgomery County,1670,149,553,115,91,43,644,35,5.434782609,10,2.688172043,-2.747
24031700204,Census Tract 7002.04, Montgomery County,538,120,153,61,25,21,178,6,3.370786517,7,6.194690265,2.824
24031700206,Census Tract 7002.06, Montgomery County,1794,141,350,94,132,60,482,0,0,9,2.083333333,2.083
24025304201,Census Tract 3042.01, Harford County,1525,242,217,128,37,47,254,0,0,1,0.255754476,0.256
24027601108,Census Tract 6011.08, Howard County,1057,178,252,94,224,99,476,0,0,26,7.558139535,7.558
24027602201,Census Tract 6022.01, Howard County,1294,154,286,96,54,41,340,78,22.94117647,26,12.32227488,-10.619
24027602302,Census Tract 6023.02, Howard County,2262,448,282,129,351,163,633,0,0,0,0,0
24027602303,Census Tract 6023.03, Howard County,1084,127,169,65,44,26,213,0,0,0,0,0
24027602700,Census Tract 6027, Howard County,1493,178,223,85,50,34,273,1,0.366300366,1,0.354609929,-0.012
24027603001,Census Tract 6030.01, Howard County,1766,367,114,84,190,104,304,0,0,16,5.734767025,5.735
24031700713,Census Tract 7007.13, Montgomery County,1504,270,540,170,172,90,712,21,2.949438202,33,6.947368421,3.998
24031700716,Census Tract 7007.16, Montgomery County,2507,292,645,200,253,107,898,16,1.781737194,16,2.256699577,0.475
24031700717,Census Tract 7007.17, Montgomery County,1551,246,353,145,95,58,448,34,7.589285714,55,11.45833333,3.869
24031700719,Census Tract 7007.19, Montgomery County,2675,439,667,238,135,85,802,130,16.20947631,105,12.29508197,-3.914
24031700724,Census Tract 7007.24, Montgomery County,847,256,302,171,30,33,332,21,6.325301205,20,7.490636704,1.165
24031700811,Census Tract 7008.11, Montgomery County,1502,214,367,154,16,19,383,15,3.916449086,22,5.684754522,1.768
24031700812,Census Tract 7008.12, Montgomery County,994,144,254,117,65,43,319,22,6.896551724,0,0,-6.897
24031701421,Census Tract 7014.21, Montgomery County,689,334,170,75,58,48,228,16,7.01754386,3,1.271186441,-5.746
24031701423,Census Tract 7014.23, Montgomery County,1730,265,387,125,96,59,483,92,19.04761905,68,19.82507289,0.777
24031701503,Census Tract 7015.03, Montgomery County,1903,274,477,158,176,109,653,31,4.747320061,44,11.60949868,6.862
24031701506,Census Tract 7015.06, Montgomery County,1130,192,152,75,148,81,300,8,2.666666667,30,8.620689655,5.954
24031701602,Census Tract 7016.02, Montgomery County,2126,263,512,175,99,60,611,133,21.76759411,37,7.838983051,-13.929
24031701702,Census Tract 7017.02, Montgomery County,889,160,399,129,94,40,493,4,0.811359026,41,7.930367505,7.119
24031701800,Census Tract 7018, Montgomery County,1170,189,421,133,106,62,527,119,22.58064516,30,9.259259259,-13.321
24033800505,Census Tract 8005.05, Prince George's County,631,97,154,59,81,44,235,23,9.787234043,8,4.081632653,-5.706
24027604002,Census Tract 6040.02, Howard County,2555,350,437,157,118,76,555,77,13.87387387,37,7.724425887,-6.149
24027605102,Census Tract 6051.02, Howard County,3346,385,754,176,51,43,805,49,6.086956522,33,6.043956044,-0.043
24027605104,Census Tract 6051.04, Howard County,1777,210,320,102,94,58,414,27,6.52173913,9,2.601156069,-3.921
24027605601,Census Tract 6056.01, Howard County,1881,383,643,191,289,123,932,163,17.48927039,28,3.669724771,-13.82
24027605602,Census Tract 6056.02, Howard County,2004,306,505,217,245,124,750,47,6.266666667,106,9.005947324,2.739
24027606603,Census Tract 6066.03, Howard County,2881,432,797,308,155,90,952,123,12.92016807,162,19.97533909,7.055
24031700815,Census Tract 7008.15, Montgomery County,2349,386,289,176,185,150,474,0,0,41,15.76923077,15.769
24031700820,Census Tract 7008.20, Montgomery County,1126,326,190,101,52,30,242,9,3.719008264,18,9.045226131,5.326
24031700823,Census Tract 7008.23, Montgomery County,697,218,175,92,65,46,240,19,7.916666667,11,3.914590747,-4.002
24031700828,Census Tract 7008.28, Montgomery County,716,119,102,57,60,42,162,6,3.703703704,32,23.35766423,19.654
24031700830,Census Tract 7008.30, Montgomery County,875,146,240,115,90,48,330,21,6.363636364,13,2.691511387,-3.672
24031700834,Census Tract 7008.34, Montgomery County,1426,196,434,129,124,75,558,62,11.11111111,20,8.368200837,-2.743
24031700902,Census Tract 7009.02, Montgomery County,872,212,297,89,59,39,356,26,7.303370787,28,9.061488673,1.758
24031700904,Census Tract 7009.04, Montgomery County,454,145,100,74,58,29,158,20,12.65822785,75,25.77319588,13.115
24031701001,Census Tract 7010.01, Montgomery County,1455,197,295,100,102,61,397,72,18.13602015,38,12.5,-5.636
24031701007,Census Tract 7010.07, Montgomery County,706,103,77,42,97,53,174,7,4.022988506,17,6.910569106,2.888
24031701201,Census Tract 7012.01, Montgomery County,1643,292,498,178,129,81,627,31,4.944178628,127,24.14448669,19.2
24031701206,Census Tract 7012.06, Montgomery County,2260,236,248,101,47,54,295,3,1.016949153,3,0.828729282,-0.188
24510130700,Census Tract 1307, Baltimore city,981,164,98,91,380,130,478,31,6.485355649,24,5.504587156,-0.981
24510130806,Census Tract 1308.06, Baltimore city,182,51,15,15,42,27,57,6,10.52631579,3,3.333333333,-7.193
24033803512,Census Tract 8035.12, Prince George's County,2006,350,842,221,268,122,1110,124,11.17117117,34,3.815937149,-7.355
24033803513,Census Tract 8035.13, Prince George's County,1291,310,429,192,148,79,577,159,27.55632582,14,3.263403263,-24.293
24033803520,Census Tract 8035.20, Prince George's County,1005,203,267,134,67,61,334,0,0,19,3.8,3.8
24033803521,Census Tract 8035.21, Prince George's County,1507,370,327,144,104,51,431,30,6.960556845,8,1.305057096,-5.655
24033803525,Census Tract 8035.25, Prince George's County,457,124,110,63,47,38,157,6,3.821656051,9,4.368932039,0.547
24033803601,Census Tract 8036.01, Prince George's County,842,174,185,89,38,30,223,19,8.520179372,0,0,-8.52
24033803608,Census Tract 8036.08, Prince George's County,1826,337,292,98,60,55,352,8,2.272727273,37,5.929487179,3.657
24033803612,Census Tract 8036.12, Prince George's County,839,202,236,86,31,36,267,44,16.47940075,0,0,-16.479
24033803801,Census Tract 8038.01, Prince George's County,635,149,131,61,35,19,166,0,0,4,5.555555556,5.556
24033803900,Census Tract 8039, Prince George's County,992,176,119,56,19,19,138,0,0,13,6.5,6.5
24033804101,Census Tract 8041.01, Prince George's County,921,210,212,122,118,75,330,38,11.51515152,0,0,-11.515
24033804200,Census Tract 8042, Prince George's County,640,167,187,100,88,49,275,22,8,0,0,-8
24025305300,Census Tract 3053, Harford County,427,78,109,38,20,16,129,8,6.201550388,11,13.25301205,7.051
24025306300,Census Tract 3063, Harford County,538,123,109,46,32,23,141,0,0,11,4.31372549,4.314
24033805909,Census Tract 8059.09, Prince George's County,1800,276,324,132,772,189,1096,271,24.72627737,218,21.45669291,-3.27
24033806200,Census Tract 8062, Prince George's County,792,161,189,97,106,58,295,23,7.796610169,98,27.45098039,19.654
24033806501,Census Tract 8065.01, Prince George's County,1511,201,145,57,24,33,169,5,2.958579882,11,4.564315353,1.606
24033806708,Census Tract 8067.08, Prince George's County,1107,216,196,99,382,185,578,130,22.49134948,12,4,-18.491
24033806710,Census Tract 8067.10, Prince George's County,1863,390,539,210,112,74,651,29,4.4546851,136,19.1011236,14.646
24033806712,Census Tract 8067.12, Prince George's County,1090,168,354,122,55,39,409,0,0,0,0,0
24033807000,Census Tract 8070, Prince George's County,2829,516,1684,464,645,191,2329,1608,69.04250751,1638,63.85964912,-5.183
24033807200,Census Tract 8072, Prince George's County,14329,907,14052,917,191,99,14243,2110,14.81429474,1833,13.87060159,-0.944
24033807301,Census Tract 8073.01, Prince George's County,1097,230,311,147,279,112,590,209,35.42372881,191,21.1751663,-14.249
24033807407,Census Tract 8074.07, Prince George's County,1805,325,517,206,263,132,780,44,5.641025641,36,6.498194946,0.857
24033807409,Census Tract 8074.09, Prince George's County,1247,227,222,101,64,58,286,73,25.52447552,63,19.62616822,-5.898
24035810200,Census Tract 8102, Queen Anne's County,576,172,69,46,6,8,75,5,6.666666667,3,5,-1.667
24035810400,Census Tract 8104, Queen Anne's County,1471,264,240,111,25,38,265,0,0,10,3.401360544,3.401
24043000301,Census Tract 3.01, Washington County,690,148,114,75,18,21,132,0,0,0,0,0
24035810500,Census Tract 8105, Queen Anne's County,1063,218,96,59,124,110,220,7,3.181818182,24,7.142857143,3.961
24035810901,Census Tract 8109.01, Queen Anne's County,1233,145,213,81,95,54,308,23,7.467532468,0,0,-7.468
