GEOID,NAME,ttl_ppE,ttl_ppM,ttl_nrE,ttl_nrM,undrg_E,undrg_M,grd_ppE,grd_ppM,totalenrol,fpl_total2019,Percent_2019
24013514202,"Census Tract 5142.02, Carroll County, Maryland",3315,147,811,118,193,78,56,41,249,0,0
24013512000,"Census Tract 5120, Carroll County, Maryland",1401,102,271,43,32,18,6,7,38,0,0
24013510000,"Census Tract 5100, Carroll County, Maryland",1411,157,323,100,57,36,0,12,57,0,0
24047950700,"Census Tract 9507, Worcester County, Maryland",2523,223,486,129,57,36,37,38,94,0,0
24025303205,"Census Tract 3032.05, Harford County, Maryland",1541,97,459,89,59,31,4,7,63,0,0
24033805904,"Census Tract 8059.04, Prince George's County, Maryland",3328,282,924,197,242,124,129,77,371,107,28.84097035
24031701308,"Census Tract 7013.08, Montgomery County, Maryland",3220,226,784,133,192,64,130,60,322,9,2.795031056
24033802201,"Census Tract 8022.01, Prince George's County, Maryland",2298,197,497,126,130,90,10,16,140,33,23.57142857
24005400500,"Census Tract 4005, Baltimore County, Maryland",2548,138,734,95,144,49,38,22,182,0,0
24031701702,"Census Tract 7017.02, Montgomery County, Maryland",2432,191,867,143,428,127,89,47,517,41,7.930367505
24005440800,"Census Tract 4408, Baltimore County, Maryland",3207,257,796,183,330,137,94,79,424,44,10.37735849
24021751702,"Census Tract 7517.02, Frederick County, Maryland",3794,304,812,197,142,97,11,17,153,41,26.79738562
24035990200,"Census Tract 9902, Queen Anne's County, Maryland",0,12,0,12,0,12,0,12,0,0,0
24005402304,"Census Tract 4023.04, Baltimore County, Maryland",3647,481,674,253,203,78,10,16,213,80,37.55868545
24021751302,"Census Tract 7513.02, Frederick County, Maryland",2963,162,537,103,92,53,0,12,92,0,0
24510200600,"Census Tract 2006, Baltimore city, Maryland",2222,431,598,238,110,85,39,42,149,15,10.06711409
24031700608,"Census Tract 7006.08, Montgomery County, Maryland",5488,245,1497,142,162,71,43,33,205,0,0
24003706301,"Census Tract 7063.01, Anne Arundel County, Maryland",4244,307,834,148,215,117,83,85,298,44,14.76510067
24003730800,"Census Tract 7308, Anne Arundel County, Maryland",2313,154,592,106,88,50,16,12,104,0,0
24031703212,"Census Tract 7032.12, Montgomery County, Maryland",9249,616,2597,388,506,182,346,206,852,0,0
24003750101,"Census Tract 7501.01, Anne Arundel County, Maryland",3816,489,921,344,237,148,32,47,269,93,34.57249071
24510160802,"Census Tract 1608.02, Baltimore city, Maryland",3233,357,896,207,110,61,50,46,160,7,4.375
24031703501,"Census Tract 7035.01, Montgomery County, Maryland",6248,470,1484,224,334,116,83,59,417,30,7.194244604
24031703502,"Census Tract 7035.02, Montgomery County, Maryland",2640,231,672,213,153,124,94,74,247,10,4.048582996
24001000600,"Census Tract 6, Allegany County, Maryland",2744,370,707,207,185,104,0,12,185,48,25.94594595
24003740400,"Census Tract 7404, Anne Arundel County, Maryland",6264,915,42,37,33,33,5,8,38,0,0
24013514100,"Census Tract 5141, Carroll County, Maryland",3480,184,954,139,158,71,89,60,247,0,0
24045000200,"Census Tract 2, Wicomico County, Maryland",1725,239,348,112,68,41,58,37,126,19,15.07936508
24031704300,"Census Tract 7043, Montgomery County, Maryland",3858,176,1278,141,51,43,109,56,160,10,6.25
24031700304,"Census Tract 7003.04, Montgomery County, Maryland",7971,490,2537,328,620,273,184,119,804,73,9.07960199
24037875000,"Census Tract 8750, St. Mary's County, Maryland",5810,602,1611,259,308,133,95,88,403,0,0
24033801005,"Census Tract 8010.05, Prince George's County, Maryland",4051,225,1114,175,190,89,169,84,359,0,0
24003702205,"Census Tract 7022.05, Anne Arundel County, Maryland",5226,317,1404,276,339,158,145,102,484,0,0
24027605103,"Census Tract 6051.03, Howard County, Maryland",5002,260,1369,174,325,102,52,37,377,0,0
24033801312,"Census Tract 8013.12, Prince George's County, Maryland",4169,464,941,166,148,72,67,63,215,12,5.581395349
24003731105,"Census Tract 7311.05, Anne Arundel County, Maryland",3554,232,1211,219,182,84,140,66,322,22,6.832298137
24005451801,"Census Tract 4518.01, Baltimore County, Maryland",5876,469,1360,328,242,165,0,17,242,16,6.611570248
24005411410,"Census Tract 4114.10, Baltimore County, Maryland",4283,228,955,161,233,124,41,49,274,20,7.299270073
24005411201,"Census Tract 4112.01, Baltimore County, Maryland",3093,167,564,85,62,45,33,27,95,0,0
24021751202,"Census Tract 7512.02, Frederick County, Maryland",6366,353,1721,233,370,164,99,86,469,32,6.823027719
24003751103,"Census Tract 7511.03, Anne Arundel County, Maryland",5191,572,1104,380,223,129,45,75,268,0,0
24003730505,"Census Tract 7305.05, Anne Arundel County, Maryland",4575,411,1518,269,421,169,103,72,524,50,9.541984733
24003731202,"Census Tract 7312.02, Anne Arundel County, Maryland",8045,569,2106,400,351,154,242,152,593,1,0.168634064
24510080600,"Census Tract 806, Baltimore city, Maryland",1815,271,350,117,60,48,27,30,87,0,0
24003701300,"Census Tract 7013, Anne Arundel County, Maryland",7852,413,1995,232,335,128,0,17,335,0,0
24003731310,"Census Tract 7313.10, Anne Arundel County, Maryland",5009,337,1259,256,269,106,32,28,301,14,4.651162791
24021753002,"Census Tract 7530.02, Frederick County, Maryland",2876,254,787,237,67,43,0,12,67,0,0
24031703902,"Census Tract 7039.02, Montgomery County, Maryland",7149,708,1819,289,218,129,154,99,372,0,0
24033801210,"Census Tract 8012.10, Prince George's County, Maryland",3904,326,837,187,244,134,96,60,340,24,7.058823529
24510272003,"Census Tract 2720.03, Baltimore city, Maryland",5918,549,2102,336,471,177,150,89,621,64,10.30595813
24033803602,"Census Tract 8036.02, Prince George's County, Maryland",2294,298,722,185,89,57,63,47,152,4,2.631578947
24043010700,"Census Tract 107, Washington County, Maryland",3352,221,622,88,53,32,7,9,60,18,30
24005404900,"Census Tract 4049, Baltimore County, Maryland",4488,269,828,115,151,67,26,22,177,9,5.084745763
24510260404,"Census Tract 2604.04, Baltimore city, Maryland",1883,368,408,145,7,12,26,28,33,0,0
24031704403,"Census Tract 7044.03, Montgomery County, Maryland",1540,145,208,70,21,22,45,26,66,0,0
24043010500,"Census Tract 105, Washington County, Maryland",6196,515,1410,310,271,127,37,47,308,0,0
24003706302,"Census Tract 7063.02, Anne Arundel County, Maryland",3150,261,416,140,105,58,70,50,175,7,4
24021751004,"Census Tract 7510.04, Frederick County, Maryland",4238,348,1112,171,329,107,153,63,482,23,4.771784232
24003731308,"Census Tract 7313.08, Anne Arundel County, Maryland",3702,278,682,160,143,72,26,26,169,0,0
24031705200,"Census Tract 7052, Montgomery County, Maryland",3333,136,1020,87,104,39,16,17,120,2,1.666666667
24025301401,"Census Tract 3014.01, Harford County, Maryland",7254,415,1592,336,440,188,127,86,567,56,9.87654321
24031703214,"Census Tract 7032.14, Montgomery County, Maryland",7612,607,2306,324,605,219,93,68,698,44,6.303724928
24033800706,"Census Tract 8007.06, Prince George's County, Maryland",3635,318,799,173,136,70,52,53,188,31,16.4893617
24043000602,"Census Tract 6.02, Washington County, Maryland",2997,283,616,162,77,62,43,35,120,19,15.83333333
24015030503,"Census Tract 305.03, Cecil County, Maryland",5291,473,1430,362,319,173,121,111,440,121,27.5
24033800516,"Census Tract 8005.16, Prince George's County, Maryland",3803,280,977,185,210,90,121,69,331,15,4.531722054
24031700722,"Census Tract 7007.22, Montgomery County, Maryland",5028,429,1283,230,240,111,116,73,356,27,7.584269663
24033805601,"Census Tract 8056.01, Prince George's County, Maryland",5869,513,1450,277,91,68,0,17,91,58,63.73626374
24033801901,"Census Tract 8019.01, Prince George's County, Maryland",4779,524,1190,276,222,92,131,101,353,7,1.983002833
24027605402,"Census Tract 6054.02, Howard County, Maryland",7544,616,1846,339,445,172,335,166,780,129,16.53846154
24015030601,"Census Tract 306.01, Cecil County, Maryland",3761,252,953,144,167,80,39,37,206,1,0.485436893
24005403401,"Census Tract 4034.01, Baltimore County, Maryland",3463,342,455,130,49,37,55,35,104,0,0
24021751903,"Census Tract 7519.03, Frederick County, Maryland",5796,386,1404,192,232,117,17,28,249,0,0
24011955000,"Census Tract 9550, Caroline County, Maryland",3144,315,773,143,88,47,36,42,124,40,32.25806452
24025303204,"Census Tract 3032.04, Harford County, Maryland",4370,184,1056,117,188,73,40,25,228,0,0
24031700830,"Census Tract 7008.30, Montgomery County, Maryland",2724,265,920,220,347,135,136,88,483,13,2.691511387
24031704404,"Census Tract 7044.04, Montgomery County, Maryland",5108,358,1286,254,83,86,121,72,204,0,0
24005410100,"Census Tract 4101, Baltimore County, Maryland",5476,343,1582,221,127,80,144,84,271,0,0
24005430600,"Census Tract 4306, Baltimore County, Maryland",2247,134,521,113,165,100,39,32,204,5,2.450980392
24021752603,"Census Tract 7526.03, Frederick County, Maryland",3744,229,1094,127,120,53,52,37,172,19,11.04651163
24003702204,"Census Tract 7022.04, Anne Arundel County, Maryland",4204,179,1222,138,206,76,69,44,275,18,6.545454545
24033804200,"Census Tract 8042, Prince George's County, Maryland",2927,229,563,120,76,49,55,51,131,0,0
24031703301,"Census Tract 7033.01, Montgomery County, Maryland",5140,450,1557,240,329,114,85,69,414,41,9.903381643
24031700715,"Census Tract 7007.15, Montgomery County, Maryland",6144,705,1990,413,516,200,211,105,727,30,4.126547455
24510271300,"Census Tract 2713, Baltimore city, Maryland",2371,181,577,111,85,39,48,59,133,23,17.29323308
24031703901,"Census Tract 7039.01, Montgomery County, Maryland",3261,195,888,142,213,92,56,35,269,32,11.89591078
24033804300,"Census Tract 8043, Prince George's County, Maryland",3324,331,939,210,135,83,17,26,152,0,0
24031700713,"Census Tract 7007.13, Montgomery County, Maryland",5718,610,1733,357,332,111,143,119,475,33,6.947368421
24031705400,"Census Tract 7054, Montgomery County, Maryland",2904,31,902,61,89,34,26,20,115,7,6.086956522
24021750503,"Census Tract 7505.03, Frederick County, Maryland",7211,682,2565,510,650,294,241,200,891,228,25.58922559
24045000400,"Census Tract 4, Wicomico County, Maryland",3914,493,1228,392,629,357,27,29,656,381,58.07926829
24033800411,"Census Tract 8004.11, Prince George's County, Maryland",3961,421,1168,228,213,101,204,126,417,56,13.42925659
24025301202,"Census Tract 3012.02, Harford County, Maryland",6906,434,2106,294,401,166,136,81,537,109,20.29795158
24033801807,"Census Tract 8018.07, Prince George's County, Maryland",4779,642,992,293,178,96,60,52,238,0,0
24019970600,"Census Tract 9706, Dorchester County, Maryland",4421,493,1119,254,254,120,57,47,311,27,8.681672026
24033803508,"Census Tract 8035.08, Prince George's County, Maryland",4296,527,1422,291,254,104,91,60,345,12,3.47826087
24005404600,"Census Tract 4046, Baltimore County, Maryland",2627,232,540,144,49,30,20,23,69,2,2.898550725
24031700823,"Census Tract 7008.23, Montgomery County, Maryland",3295,280,844,206,173,66,108,80,281,11,3.914590747
24035810100,"Census Tract 8101, Queen Anne's County, Maryland",2991,381,759,208,38,48,56,49,94,11,11.70212766
24029950400,"Census Tract 9504, Kent County, Maryland",2959,343,630,216,52,45,18,17,70,22,31.42857143
24001001000,"Census Tract 10, Allegany County, Maryland",2113,247,484,119,101,70,21,29,122,23,18.85245902
24033803509,"Census Tract 8035.09, Prince George's County, Maryland",2837,244,959,140,261,75,47,54,308,57,18.50649351
24005490900,"Census Tract 4909, Baltimore County, Maryland",3852,509,953,454,597,410,179,167,776,498,64.17525773
24025301102,"Census Tract 3011.02, Harford County, Maryland",3803,255,993,165,201,86,24,26,225,0,0
24021751802,"Census Tract 7518.02, Frederick County, Maryland",3321,235,705,138,46,36,13,20,59,6,10.16949153
24027602202,"Census Tract 6022.02, Howard County, Maryland",5449,290,1735,202,232,104,87,59,319,13,4.07523511
24510250204,"Census Tract 2502.04, Baltimore city, Maryland",4098,509,1894,331,144,83,14,21,158,20,12.65822785
24031703207,"Census Tract 7032.07, Montgomery County, Maryland",5934,552,2114,337,493,175,23,26,516,79,15.31007752
24045000300,"Census Tract 3, Wicomico County, Maryland",1332,283,360,108,63,55,0,12,63,10,15.87301587
24041960100,"Census Tract 9601, Talbot County, Maryland",3877,225,779,135,131,76,47,39,178,22,12.35955056
24025302801,"Census Tract 3028.01, Harford County, Maryland",3432,272,849,201,284,83,28,39,312,37,11.85897436
24510090200,"Census Tract 902, Baltimore city, Maryland",2729,399,584,230,190,98,60,62,250,27,10.8
24510270702,"Census Tract 2707.02, Baltimore city, Maryland",1891,236,450,147,116,46,86,67,202,24,11.88118812
24033803900,"Census Tract 8039, Prince George's County, Maryland",3267,329,938,145,192,83,8,13,200,13,6.5
24009860401,"Census Tract 8604.01, Calvert County, Maryland",9923,610,2650,306,477,170,138,78,615,0,0
24009860502,"Census Tract 8605.02, Calvert County, Maryland",3067,206,622,119,101,69,0,12,101,0,0
24033806714,"Census Tract 8067.14, Prince George's County, Maryland",4406,428,1501,276,429,143,127,64,556,135,24.28057554
24041960900,"Census Tract 9609, Talbot County, Maryland",4044,225,620,120,112,56,10,11,122,28,22.95081967
24510100200,"Census Tract 1002, Baltimore city, Maryland",2803,356,745,230,45,53,0,12,45,27,60
24005402302,"Census Tract 4023.02, Baltimore County, Maryland",5322,419,1631,284,428,129,119,66,547,27,4.936014625
24031701101,"Census Tract 7011.01, Montgomery County, Maryland",4768,451,1120,178,196,72,34,39,230,9,3.913043478
24033800403,"Census Tract 8004.03, Prince George's County, Maryland",3635,287,985,161,205,77,115,49,320,53,16.5625
24031700607,"Census Tract 7006.07, Montgomery County, Maryland",7273,439,2248,288,389,174,167,114,556,0,0
24005402407,"Census Tract 4024.07, Baltimore County, Maryland",1332,161,329,81,82,48,23,28,105,18,17.14285714
24031701415,"Census Tract 7014.15, Montgomery County, Maryland",7403,629,1922,260,539,189,123,89,662,0,0
24011955202,"Census Tract 9552.02, Caroline County, Maryland",1991,185,330,82,54,41,10,12,64,7,10.9375
24011955301,"Census Tract 9553.01, Caroline County, Maryland",4071,266,1132,148,222,109,58,40,280,27,9.642857143
24025304101,"Census Tract 3041.01, Harford County, Maryland",4346,347,904,193,151,71,84,64,235,0,0
24025305100,"Census Tract 3051, Harford County, Maryland",7540,592,1965,328,435,167,14,23,449,15,3.340757238
24013507500,"Census Tract 5075, Carroll County, Maryland",4627,314,2387,279,1460,232,87,73,1547,7,0.452488688
24037875201,"Census Tract 8752.01, St. Mary's County, Maryland",5216,342,1441,180,178,81,87,49,265,13,4.905660377
24005451200,"Census Tract 4512, Baltimore County, Maryland",3738,221,720,142,166,67,116,83,282,11,3.90070922
24031702102,"Census Tract 7021.02, Montgomery County, Maryland",3431,244,1139,110,166,57,43,35,209,10,4.784688995
24013507704,"Census Tract 5077.04, Carroll County, Maryland",5728,387,1729,285,308,128,197,124,505,13,2.574257426
24033802700,"Census Tract 8027, Prince George's County, Maryland",2814,317,718,143,174,86,44,35,218,59,27.06422018
24005450200,"Census Tract 4502, Baltimore County, Maryland",3095,232,723,180,162,119,31,31,193,0,0
24013504201,"Census Tract 5042.01, Carroll County, Maryland",5923,379,1552,271,237,87,79,75,316,0,0
24001002200,"Census Tract 22, Allegany County, Maryland",3880,283,609,137,104,56,12,20,116,23,19.82758621
24031701221,"Census Tract 7012.21, Montgomery County, Maryland",4431,249,1400,228,228,129,74,53,302,15,4.966887417
24005401400,"Census Tract 4014, Baltimore County, Maryland",1616,95,422,100,86,56,11,11,97,0,0
24029950100,"Census Tract 9501, Kent County, Maryland",3617,311,693,121,40,25,28,24,68,9,13.23529412
24003750400,"Census Tract 7504, Anne Arundel County, Maryland",3832,181,707,146,117,83,79,62,196,0,0
24031700206,"Census Tract 7002.06, Montgomery County, Maryland",5613,202,1626,164,307,90,125,64,432,9,2.083333333
24033801216,"Census Tract 8012.16, Prince George's County, Maryland",3637,372,1048,245,275,140,101,67,376,10,2.659574468
24015030904,"Census Tract 309.04, Cecil County, Maryland",7295,671,1917,339,149,78,30,37,179,0,0
24031700829,"Census Tract 7008.29, Montgomery County, Maryland",3114,243,688,148,119,66,49,43,168,13,7.738095238
24031701201,"Census Tract 7012.01, Montgomery County, Maryland",5532,692,1592,400,411,181,115,79,526,127,24.14448669
24003731309,"Census Tract 7313.09, Anne Arundel County, Maryland",5229,515,1518,312,392,169,17,28,409,11,2.689486553
24033800519,"Census Tract 8005.19, Prince George's County, Maryland",4184,259,1152,209,172,81,106,64,278,0,0
24003731103,"Census Tract 7311.03, Anne Arundel County, Maryland",5605,396,1767,275,280,82,164,84,444,29,6.531531532
24033801212,"Census Tract 8012.12, Prince George's County, Maryland",3248,426,658,237,99,66,15,21,114,0,0
24031702200,"Census Tract 7022, Montgomery County, Maryland",4217,311,1135,189,92,63,84,54,176,0,0
24015030905,"Census Tract 309.05, Cecil County, Maryland",2570,289,469,148,67,51,14,21,81,17,20.98765432
24043010900,"Census Tract 109, Washington County, Maryland",9060,552,2339,356,492,170,165,92,657,23,3.500761035
24510130806,"Census Tract 1308.06, Baltimore city, Maryland",1405,177,263,106,21,19,69,40,90,3,3.333333333
24510160600,"Census Tract 1606, Baltimore city, Maryland",3134,437,954,268,317,206,14,21,331,58,17.52265861
24017850202,"Census Tract 8502.02, Charles County, Maryland",4734,336,1247,198,88,60,74,62,162,8,4.938271605
24005490400,"Census Tract 4904, Baltimore County, Maryland",1737,141,409,64,37,27,17,18,54,0,0
24045010605,"Census Tract 106.05, Wicomico County, Maryland",4476,266,1205,212,360,171,19,22,379,38,10.02638522
24033801003,"Census Tract 8010.03, Prince George's County, Maryland",5441,466,1505,272,320,161,128,74,448,16,3.571428571
24043011100,"Census Tract 111, Washington County, Maryland",6164,463,1400,332,440,254,29,30,469,8,1.70575693
24001000500,"Census Tract 5, Allegany County, Maryland",2229,282,746,186,579,176,16,18,595,45,7.56302521
24027602201,"Census Tract 6022.01, Howard County, Maryland",3416,217,1137,129,174,84,37,46,211,26,12.32227488
24027605104,"Census Tract 6051.04, Howard County, Maryland",5449,225,1738,158,234,74,112,61,346,9,2.601156069
24033802407,"Census Tract 8024.07, Prince George's County, Maryland",3176,284,519,155,109,69,24,39,133,0,0
24003730901,"Census Tract 7309.01, Anne Arundel County, Maryland",2619,181,821,139,162,69,43,26,205,14,6.829268293
24003702601,"Census Tract 7026.01, Anne Arundel County, Maryland",5133,483,1238,261,133,94,183,169,316,32,10.12658228
24033800102,"Census Tract 8001.02, Prince George's County, Maryland",2414,226,469,132,104,102,84,58,188,0,0
24033803513,"Census Tract 8035.13, Prince George's County, Maryland",4141,410,1059,207,370,161,59,56,429,14,3.263403263
24037875500,"Census Tract 8755, St. Mary's County, Maryland",11280,646,3746,395,366,127,288,124,654,4,0.611620795
24023000200,"Census Tract 2, Garrett County, Maryland",4057,306,935,173,113,53,40,35,153,15,9.803921569
24033800212,"Census Tract 8002.12, Prince George's County, Maryland",4835,394,1231,283,304,159,317,132,621,28,4.508856683
24013508101,"Census Tract 5081.01, Carroll County, Maryland",4907,514,1191,319,224,78,62,44,286,0,0
24001001700,"Census Tract 17, Allegany County, Maryland",4461,381,1563,313,755,305,109,84,864,407,47.10648148
24510272005,"Census Tract 2720.05, Baltimore city, Maryland",3236,444,1119,258,288,241,62,37,350,213,60.85714286
24005420402,"Census Tract 4204.02, Baltimore County, Maryland",1879,168,432,96,65,35,6,9,71,0,0
24027605503,"Census Tract 6055.03, Howard County, Maryland",5800,560,1533,456,393,210,114,100,507,200,39.44773176
24031701503,"Census Tract 7015.03, Montgomery County, Maryland",6324,556,1213,307,353,201,26,31,379,44,11.60949868
24031701303,"Census Tract 7013.03, Montgomery County, Maryland",3314,191,884,156,198,105,45,27,243,0,0
24510130700,"Census Tract 1307, Baltimore city, Maryland",4562,348,765,175,161,110,275,103,436,24,5.504587156
24005408303,"Census Tract 4083.03, Baltimore County, Maryland",3167,143,847,131,81,48,28,29,109,0,0
24005451600,"Census Tract 4516, Baltimore County, Maryland",1918,167,345,93,69,36,29,23,98,6,6.12244898
24510270802,"Census Tract 2708.02, Baltimore city, Maryland",4863,669,1252,396,187,119,23,37,210,0,0
24005408502,"Census Tract 4085.02, Baltimore County, Maryland",5135,530,849,172,88,58,52,49,140,0,0
24031701409,"Census Tract 7014.09, Montgomery County, Maryland",4375,335,1121,184,292,132,95,51,387,18,4.651162791
24031704502,"Census Tract 7045.02, Montgomery County, Maryland",2488,134,808,88,89,47,30,18,119,7,5.882352941
24045010400,"Census Tract 104, Wicomico County, Maryland",6262,518,2935,521,2319,445,93,65,2412,406,16.83250415
24017850600,"Census Tract 8506, Charles County, Maryland",4775,436,1285,254,243,102,57,45,300,0,0
24021751600,"Census Tract 7516, Frederick County, Maryland",2962,189,706,146,109,48,26,30,135,12,8.888888889
24033800505,"Census Tract 8005.05, Prince George's County, Maryland",2383,172,549,119,124,69,72,35,196,8,4.081632653
24510080500,"Census Tract 805, Baltimore city, Maryland",1410,261,369,167,48,43,0,12,48,0,0
24005402504,"Census Tract 4025.04, Baltimore County, Maryland",4826,403,1569,295,417,139,102,77,519,24,4.624277457
24005402405,"Census Tract 4024.05, Baltimore County, Maryland",3796,343,1046,243,263,106,102,96,365,115,31.50684932
24510270803,"Census Tract 2708.03, Baltimore city, Maryland",6266,692,1784,481,373,198,351,254,724,60,8.287292818
24003706402,"Census Tract 7064.02, Anne Arundel County, Maryland",3467,350,843,204,153,104,64,39,217,78,35.94470046
24003730100,"Census Tract 7301, Anne Arundel County, Maryland",12048,672,2832,461,740,297,154,135,894,72,8.053691275
24033804101,"Census Tract 8041.01, Prince George's County, Maryland",3252,260,723,194,96,83,71,64,167,0,0
24510240400,"Census Tract 2404, Baltimore city, Maryland",2584,190,536,153,29,29,281,143,310,24,7.741935484
24031703800,"Census Tract 7038, Montgomery County, Maryland",3660,293,931,226,230,94,241,110,471,79,16.77282378
24033800800,"Census Tract 8008, Prince George's County, Maryland",2984,260,565,156,157,95,47,33,204,0,0
24510090400,"Census Tract 904, Baltimore city, Maryland",1399,222,375,115,34,35,13,16,47,25,53.19148936
24009860802,"Census Tract 8608.02, Calvert County, Maryland",4699,373,954,200,132,64,24,24,156,13,8.333333333
24003731104,"Census Tract 7311.04, Anne Arundel County, Maryland",4236,233,1208,168,230,94,59,41,289,14,4.844290657
24033803606,"Census Tract 8036.06, Prince George's County, Maryland",5850,539,1886,287,475,150,171,108,646,59,9.133126935
24043001002,"Census Tract 10.02, Washington County, Maryland",3803,253,934,149,182,79,37,34,219,7,3.196347032
24001001503,"Census Tract 15.03, Allegany County, Maryland",1784,160,255,72,40,25,0,12,40,15,37.5
24003740305,"Census Tract 7403.05, Anne Arundel County, Maryland",11526,882,4224,510,753,294,248,145,1001,0,0
24031703201,"Census Tract 7032.01, Montgomery County, Maryland",7670,556,1829,380,384,159,19,26,403,23,5.70719603
24035810600,"Census Tract 8106, Queen Anne's County, Maryland",4991,291,1031,141,206,77,61,41,267,4,1.498127341
24033803521,"Census Tract 8035.21, Prince George's County, Maryland",6742,559,1989,360,445,191,168,105,613,8,1.305057096
24025303502,"Census Tract 3035.02, Harford County, Maryland",3385,171,934,117,267,74,120,50,387,0,0
24021752101,"Census Tract 7521.01, Frederick County, Maryland",3307,346,807,119,181,83,39,35,220,0,0
24043010300,"Census Tract 103, Washington County, Maryland",7275,401,1693,279,261,107,93,68,354,0,0
24033802204,"Census Tract 8022.04, Prince George's County, Maryland",6113,511,1118,265,301,171,58,47,359,0,0
24047951300,"Census Tract 9513, Worcester County, Maryland",2674,233,554,106,104,67,0,12,104,14,13.46153846
24031706010,"Census Tract 7060.10, Montgomery County, Maryland",2897,135,730,140,111,58,39,32,150,0,0
24031700813,"Census Tract 7008.13, Montgomery County, Maryland",5506,508,1484,259,322,144,141,85,463,12,2.591792657
24043000601,"Census Tract 6.01, Washington County, Maryland",2075,260,376,105,62,32,44,37,106,15,14.1509434
24027602900,"Census Tract 6029, Howard County, Maryland",4452,351,1039,180,183,95,53,44,236,11,4.661016949
24033802501,"Census Tract 8025.01, Prince George's County, Maryland",2188,281,506,184,87,56,22,24,109,30,27.52293578
24025302200,"Census Tract 3022, Harford County, Maryland",3151,240,690,168,79,58,15,16,94,7,7.446808511
24510130300,"Census Tract 1303, Baltimore city, Maryland",2201,338,593,183,27,21,4,6,31,17,54.83870968
24021752204,"Census Tract 7522.04, Frederick County, Maryland",8342,461,3151,324,363,151,167,104,530,0,0
24017850706,"Census Tract 8507.06, Charles County, Maryland",5307,386,1694,273,342,127,95,59,437,0,0
24005400702,"Census Tract 4007.02, Baltimore County, Maryland",1917,225,571,126,113,44,73,41,186,13,6.989247312
24021767600,"Census Tract 7676, Frederick County, Maryland",2866,163,670,93,112,50,6,8,118,16,13.55932203
24031706011,"Census Tract 7060.11, Montgomery County, Maryland",5382,245,1548,171,247,93,113,65,360,24,6.666666667
24027604001,"Census Tract 6040.01, Howard County, Maryland",6271,733,2085,499,277,124,163,135,440,3,0.681818182
24043000302,"Census Tract 3.02, Washington County, Maryland",2591,278,666,174,71,48,12,20,83,25,30.12048193
24017850708,"Census Tract 8507.08, Charles County, Maryland",4685,342,1275,226,291,95,122,81,413,8,1.937046005
24003740702,"Census Tract 7407.02, Anne Arundel County, Maryland",9830,570,2404,356,196,110,177,101,373,0,0
24031702602,"Census Tract 7026.02, Montgomery County, Maryland",5160,554,1451,492,359,196,492,278,851,243,28.5546416
24005402603,"Census Tract 4026.03, Baltimore County, Maryland",6401,632,1779,382,468,194,353,207,821,0,0
24005440600,"Census Tract 4406, Baltimore County, Maryland",2222,110,567,78,163,42,35,25,198,20,10.1010101
24009860701,"Census Tract 8607.01, Calvert County, Maryland",3006,252,775,191,262,107,31,35,293,49,16.72354949
24510090900,"Census Tract 909, Baltimore city, Maryland",2611,563,1037,398,138,99,16,27,154,32,20.77922078
24510170100,"Census Tract 1701, Baltimore city, Maryland",1537,208,315,98,96,59,69,33,165,46,27.87878788
24019970400,"Census Tract 9704, Dorchester County, Maryland",3504,394,724,236,86,68,63,42,149,0,0
24510090100,"Census Tract 901, Baltimore city, Maryland",3601,354,804,232,215,110,27,23,242,94,38.84297521
24027606901,"Census Tract 6069.01, Howard County, Maryland",5954,500,1583,342,427,178,197,117,624,140,22.43589744
24003702300,"Census Tract 7023, Anne Arundel County, Maryland",5414,298,1431,227,197,81,51,39,248,0,0
24510010500,"Census Tract 105, Baltimore city, Maryland",1830,314,420,122,5,8,219,72,224,40,17.85714286
24015030506,"Census Tract 305.06, Cecil County, Maryland",8150,618,1995,393,443,157,202,151,645,77,11.9379845
24025301204,"Census Tract 3012.04, Harford County, Maryland",3852,242,826,143,146,79,64,43,210,0,0
24031700816,"Census Tract 7008.16, Montgomery County, Maryland",8026,539,2227,310,455,181,110,86,565,25,4.424778761
24003702100,"Census Tract 7021, Anne Arundel County, Maryland",6324,459,1262,273,281,128,37,44,318,0,0
24003730504,"Census Tract 7305.04, Anne Arundel County, Maryland",6959,688,1665,427,203,102,238,154,441,16,3.628117914
24037875100,"Census Tract 8751, St. Mary's County, Maryland",5532,530,1472,337,249,127,161,91,410,86,20.97560976
24003751200,"Census Tract 7512, Anne Arundel County, Maryland",4688,436,1159,302,285,122,119,129,404,49,12.12871287
24025304102,"Census Tract 3041.02, Harford County, Maryland",3904,228,967,174,137,76,47,38,184,11,5.97826087
24003702208,"Census Tract 7022.08, Anne Arundel County, Maryland",7155,620,2040,348,190,117,202,99,392,0,0
24005402201,"Census Tract 4022.01, Baltimore County, Maryland",3441,384,883,296,293,95,13,31,306,46,15.03267974
24025303803,"Census Tract 3038.03, Harford County, Maryland",4649,404,1275,312,386,169,89,70,475,51,10.73684211
24033806100,"Census Tract 8061, Prince George's County, Maryland",3904,356,993,169,122,75,117,67,239,52,21.75732218
24027601104,"Census Tract 6011.04, Howard County, Maryland",6482,249,2340,185,404,117,73,49,477,13,2.725366876
24005451900,"Census Tract 4519, Baltimore County, Maryland",2584,219,710,144,100,50,5,9,105,8,7.619047619
