GEOID,NAME,ttl_lvE,ttl_lvM,ttl_blE,ttl_blM,undrg_E,undrg_M,grd_blE,grd_blM,fpl_total
"24003702209","Census Tract 7022.09, Anne Arundel County, Maryland",4404.000000000000000,230.000000000000000,190.000000000000000,126.000000000000000,94.000000000000000,105.000000000000000,0.000000000000000,12.000000000000000,"94"
"24003706302","Census Tract 7063.02, Anne Arundel County, Maryland",3115.000000000000000,284.000000000000000,129.000000000000000,74.000000000000000,29.000000000000000,29.000000000000000,11.000000000000000,18.000000000000000,"40"
"24003740900","Census Tract 7409, Anne Arundel County, Maryland",7224.000000000000000,500.000000000000000,292.000000000000000,167.000000000000000,25.000000000000000,41.000000000000000,0.000000000000000,17.000000000000000,"25"
"24003750102","Census Tract 7501.02, Anne Arundel County, Maryland",2540.000000000000000,210.000000000000000,420.000000000000000,234.000000000000000,9.000000000000000,12.000000000000000,0.000000000000000,12.000000000000000,"9"
"24003751000","Census Tract 7510, Anne Arundel County, Maryland",3616.000000000000000,278.000000000000000,271.000000000000000,117.000000000000000,17.000000000000000,26.000000000000000,0.000000000000000,12.000000000000000,"17"
"24005400900","Census Tract 4009, Baltimore County, Maryland",2077.000000000000000,200.000000000000000,280.000000000000000,166.000000000000000,3.000000000000000,6.000000000000000,0.000000000000000,12.000000000000000,"3"
"24005402305","Census Tract 4023.05, Baltimore County, Maryland",2100.000000000000000,185.000000000000000,270.000000000000000,161.000000000000000,84.000000000000000,69.000000000000000,11.000000000000000,17.000000000000000,"95"
"24005403201","Census Tract 4032.01, Baltimore County, Maryland",3213.000000000000000,370.000000000000000,257.000000000000000,149.000000000000000,3.000000000000000,8.000000000000000,0.000000000000000,12.000000000000000,"3"
"24005404403","Census Tract 4044.03, Baltimore County, Maryland",4871.000000000000000,340.000000000000000,1038.000000000000000,307.000000000000000,68.000000000000000,49.000000000000000,34.000000000000000,32.000000000000000,"102"
"24005420302","Census Tract 4203.02, Baltimore County, Maryland",2449.000000000000000,205.000000000000000,228.000000000000000,113.000000000000000,5.000000000000000,7.000000000000000,0.000000000000000,12.000000000000000,"5"
"24005421000","Census Tract 4210, Baltimore County, Maryland",1689.000000000000000,164.000000000000000,492.000000000000000,123.000000000000000,8.000000000000000,11.000000000000000,0.000000000000000,12.000000000000000,"8"
