GEOID,NAME,ttl_ppE,ttl_ppM,ttl_nrE,ttl_nrM,undrg_E,undrg_M,grd_ppE,grd_ppM,totalenrol,totalenr_1,difference,Census Tract,County
"24005408800","Census Tract 4088, Baltimore County, Maryland",2452.000000000000000,220.000000000000000,681.000000000000000,138.000000000000000,51.000000000000000,37.000000000000000,66.000000000000000,46.000000000000000,"117","202","-85",Census Tract 4088, Baltimore County
"24005450400","Census Tract 4504, Baltimore County, Maryland",2262.000000000000000,167.000000000000000,445.000000000000000,88.000000000000000,73.000000000000000,37.000000000000000,9.000000000000000,13.000000000000000,"82","92","-10",Census Tract 4504, Baltimore County
"24510260102","Census Tract 2601.02, Baltimore city, Maryland",4660.000000000000000,420.000000000000000,1221.000000000000000,263.000000000000000,188.000000000000000,121.000000000000000,81.000000000000000,81.000000000000000,"269","445","-176",Census Tract 2601.02, Baltimore city
"24033802107","Census Tract 8021.07, Prince George's County, Maryland",3626.000000000000000,352.000000000000000,1028.000000000000000,196.000000000000000,148.000000000000000,71.000000000000000,45.000000000000000,33.000000000000000,"193","208","-15",Census Tract 8021.07, Prince George's County
"24510151100","Census Tract 1511, Baltimore city, Maryland",7344.000000000000000,1165.000000000000000,2062.000000000000000,742.000000000000000,686.000000000000000,301.000000000000000,49.000000000000000,56.000000000000000,"735","394","341",Census Tract 1511, Baltimore city
"24031701210","Census Tract 7012.10, Montgomery County, Maryland",3972.000000000000000,192.000000000000000,1126.000000000000000,145.000000000000000,138.000000000000000,89.000000000000000,17.000000000000000,17.000000000000000,"155","157","-2",Census Tract 7012.10, Montgomery County
"24510270703","Census Tract 2707.03, Baltimore city, Maryland",2895.000000000000000,281.000000000000000,573.000000000000000,206.000000000000000,132.000000000000000,121.000000000000000,46.000000000000000,35.000000000000000,"178","151","27",Census Tract 2707.03, Baltimore city
"24510130804","Census Tract 1308.04, Baltimore city, Maryland",1968.000000000000000,149.000000000000000,353.000000000000000,103.000000000000000,66.000000000000000,35.000000000000000,86.000000000000000,37.000000000000000,"152","205","-53",Census Tract 1308.04, Baltimore city
"24510250102","Census Tract 2501.02, Baltimore city, Maryland",2607.000000000000000,378.000000000000000,682.000000000000000,225.000000000000000,169.000000000000000,119.000000000000000,90.000000000000000,85.000000000000000,"259","434","-175",Census Tract 2501.02, Baltimore city
"24031705901","Census Tract 7059.01, Montgomery County, Maryland",4382.000000000000000,330.000000000000000,1220.000000000000000,213.000000000000000,58.000000000000000,37.000000000000000,35.000000000000000,27.000000000000000,"93","189","-96",Census Tract 7059.01, Montgomery County
"24510120100","Census Tract 1201, Baltimore city, Maryland",4677.000000000000000,498.000000000000000,1512.000000000000000,463.000000000000000,516.000000000000000,236.000000000000000,588.000000000000000,262.000000000000000,"1104","1038","66",Census Tract 1201, Baltimore city
"24510250205","Census Tract 2502.05, Baltimore city, Maryland",3782.000000000000000,475.000000000000000,1125.000000000000000,368.000000000000000,73.000000000000000,65.000000000000000,43.000000000000000,42.000000000000000,"116","263","-147",Census Tract 2502.05, Baltimore city
"24033803402","Census Tract 8034.02, Prince George's County, Maryland",3818.000000000000000,365.000000000000000,1078.000000000000000,308.000000000000000,196.000000000000000,95.000000000000000,18.000000000000000,20.000000000000000,"214","235","-21",Census Tract 8034.02, Prince George's County
"24510151000","Census Tract 1510, Baltimore city, Maryland",4635.000000000000000,589.000000000000000,851.000000000000000,269.000000000000000,181.000000000000000,108.000000000000000,92.000000000000000,97.000000000000000,"273","187","86",Census Tract 1510, Baltimore city
"24005420200","Census Tract 4202, Baltimore County, Maryland",2870.000000000000000,220.000000000000000,566.000000000000000,152.000000000000000,121.000000000000000,72.000000000000000,25.000000000000000,24.000000000000000,"146","46","100",Census Tract 4202, Baltimore County
"24031704805","Census Tract 7048.05, Montgomery County, Maryland",2107.000000000000000,214.000000000000000,357.000000000000000,101.000000000000000,53.000000000000000,31.000000000000000,109.000000000000000,56.000000000000000,"162","135","27",Census Tract 7048.05, Montgomery County
"24510180300","Census Tract 1803, Baltimore city, Maryland",1677.000000000000000,212.000000000000000,362.000000000000000,80.000000000000000,51.000000000000000,39.000000000000000,152.000000000000000,47.000000000000000,"203","312","-109",Census Tract 1803, Baltimore city
"24033800520","Census Tract 8005.20, Prince George's County, Maryland",1977.000000000000000,261.000000000000000,516.000000000000000,180.000000000000000,171.000000000000000,62.000000000000000,78.000000000000000,53.000000000000000,"249","83","166",Census Tract 8005.20, Prince George's County
"24005400900","Census Tract 4009, Baltimore County, Maryland",1872.000000000000000,216.000000000000000,479.000000000000000,114.000000000000000,27.000000000000000,21.000000000000000,15.000000000000000,18.000000000000000,"42","125","-83",Census Tract 4009, Baltimore County
"24510170200","Census Tract 1702, Baltimore city, Maryland",2613.000000000000000,420.000000000000000,930.000000000000000,271.000000000000000,77.000000000000000,55.000000000000000,7.000000000000000,11.000000000000000,"84","191","-107",Census Tract 1702, Baltimore city
"24510140300","Census Tract 1403, Baltimore city, Maryland",1912.000000000000000,251.000000000000000,441.000000000000000,187.000000000000000,109.000000000000000,63.000000000000000,17.000000000000000,14.000000000000000,"126","162","-36",Census Tract 1403, Baltimore city
"24027605504","Census Tract 6055.04, Howard County, Maryland",2588.000000000000000,138.000000000000000,892.000000000000000,110.000000000000000,183.000000000000000,88.000000000000000,75.000000000000000,46.000000000000000,"258","152","106",Census Tract 6055.04, Howard County
"24033800210","Census Tract 8002.10, Prince George's County, Maryland",2887.000000000000000,348.000000000000000,800.000000000000000,235.000000000000000,153.000000000000000,104.000000000000000,77.000000000000000,53.000000000000000,"230","285","-55",Census Tract 8002.10, Prince George's County
"24017850905","Census Tract 8509.05, Charles County, Maryland",4303.000000000000000,267.000000000000000,1287.000000000000000,192.000000000000000,387.000000000000000,141.000000000000000,126.000000000000000,62.000000000000000,"513","467","46",Census Tract 8509.05, Charles County
"24031700706","Census Tract 7007.06, Montgomery County, Maryland",4303.000000000000000,281.000000000000000,1082.000000000000000,160.000000000000000,121.000000000000000,62.000000000000000,108.000000000000000,72.000000000000000,"229","197","32",Census Tract 7007.06, Montgomery County
"24510270101","Census Tract 2701.01, Baltimore city, Maryland",1616.000000000000000,222.000000000000000,468.000000000000000,163.000000000000000,14.000000000000000,19.000000000000000,87.000000000000000,81.000000000000000,"101","130","-29",Census Tract 2701.01, Baltimore city
"24031701005","Census Tract 7010.05, Montgomery County, Maryland",3193.000000000000000,222.000000000000000,708.000000000000000,129.000000000000000,96.000000000000000,50.000000000000000,35.000000000000000,29.000000000000000,"131","344","-213",Census Tract 7010.05, Montgomery County
"24019970900","Census Tract 9709, Dorchester County, Maryland",1176.000000000000000,119.000000000000000,135.000000000000000,46.000000000000000,23.000000000000000,21.000000000000000,0.000000000000000,12.000000000000000,"23","51","-28",Census Tract 9709, Dorchester County
"24031701001","Census Tract 7010.01, Montgomery County, Maryland",5483.000000000000000,576.000000000000000,1105.000000000000000,325.000000000000000,297.000000000000000,174.000000000000000,7.000000000000000,10.000000000000000,"304","397","-93",Census Tract 7010.01, Montgomery County
"24510080400","Census Tract 804, Baltimore city, Maryland",1205.000000000000000,297.000000000000000,206.000000000000000,102.000000000000000,12.000000000000000,17.000000000000000,12.000000000000000,17.000000000000000,"24","10","14",Census Tract 804, Baltimore city
"24510260303","Census Tract 2603.03, Baltimore city, Maryland",937.000000000000000,144.000000000000000,213.000000000000000,87.000000000000000,45.000000000000000,39.000000000000000,7.000000000000000,10.000000000000000,"52","19","33",Census Tract 2603.03, Baltimore city
"24031702800","Census Tract 7028, Montgomery County, Maryland",5277.000000000000000,383.000000000000000,1159.000000000000000,218.000000000000000,228.000000000000000,110.000000000000000,259.000000000000000,154.000000000000000,"487","351","136",Census Tract 7028, Montgomery County
"24033801211","Census Tract 8012.11, Prince George's County, Maryland",3216.000000000000000,362.000000000000000,750.000000000000000,315.000000000000000,85.000000000000000,53.000000000000000,45.000000000000000,52.000000000000000,"130","282","-152",Census Tract 8012.11, Prince George's County
"24033801307","Census Tract 8013.07, Prince George's County, Maryland",3836.000000000000000,327.000000000000000,641.000000000000000,144.000000000000000,147.000000000000000,74.000000000000000,67.000000000000000,39.000000000000000,"214","291","-77",Census Tract 8013.07, Prince George's County
"24033803001","Census Tract 8030.01, Prince George's County, Maryland",2774.000000000000000,334.000000000000000,471.000000000000000,181.000000000000000,126.000000000000000,66.000000000000000,60.000000000000000,51.000000000000000,"186","177","9",Census Tract 8030.01, Prince George's County
"24005411408","Census Tract 4114.08, Baltimore County, Maryland",3590.000000000000000,187.000000000000000,877.000000000000000,175.000000000000000,142.000000000000000,76.000000000000000,132.000000000000000,65.000000000000000,"274","338","-64",Census Tract 4114.08, Baltimore County
"24005980100","Census Tract 9801, Baltimore County, Maryland",0.000000000000000,12.000000000000000,0.000000000000000,12.000000000000000,0.000000000000000,12.000000000000000,0.000000000000000,12.000000000000000,"0","0","0",Census Tract 9801, Baltimore County
"24510280402","Census Tract 2804.02, Baltimore city, Maryland",1563.000000000000000,243.000000000000000,367.000000000000000,123.000000000000000,77.000000000000000,56.000000000000000,14.000000000000000,15.000000000000000,"91","189","-98",Census Tract 2804.02, Baltimore city
"24031700828","Census Tract 7008.28, Montgomery County, Maryland",2130.000000000000000,103.000000000000000,584.000000000000000,75.000000000000000,101.000000000000000,44.000000000000000,36.000000000000000,23.000000000000000,"137","162","-25",Census Tract 7008.28, Montgomery County
"24005420800","Census Tract 4208, Baltimore County, Maryland",2940.000000000000000,276.000000000000000,601.000000000000000,178.000000000000000,78.000000000000000,49.000000000000000,25.000000000000000,28.000000000000000,"103","267","-164",Census Tract 4208, Baltimore County
"24003730204","Census Tract 7302.04, Anne Arundel County, Maryland",6295.000000000000000,517.000000000000000,1860.000000000000000,331.000000000000000,199.000000000000000,90.000000000000000,52.000000000000000,44.000000000000000,"251","373","-122",Census Tract 7302.04, Anne Arundel County
"24047950600","Census Tract 9506, Worcester County, Maryland",3028.000000000000000,234.000000000000000,460.000000000000000,96.000000000000000,90.000000000000000,76.000000000000000,18.000000000000000,20.000000000000000,"108","174","-66",Census Tract 9506, Worcester County
"24027606607","Census Tract 6066.07, Howard County, Maryland",4609.000000000000000,331.000000000000000,1372.000000000000000,230.000000000000000,210.000000000000000,98.000000000000000,119.000000000000000,67.000000000000000,"329","317","12",Census Tract 6066.07, Howard County
"24510020100","Census Tract 201, Baltimore city, Maryland",1565.000000000000000,168.000000000000000,218.000000000000000,54.000000000000000,37.000000000000000,23.000000000000000,94.000000000000000,46.000000000000000,"131","256","-125",Census Tract 201, Baltimore city
"24001001402","Census Tract 14.02, Allegany County, Maryland",1491.000000000000000,108.000000000000000,234.000000000000000,57.000000000000000,36.000000000000000,25.000000000000000,0.000000000000000,12.000000000000000,"36","60","-24",Census Tract 14.02, Allegany County
"24005490200","Census Tract 4902, Baltimore County, Maryland",2734.000000000000000,198.000000000000000,711.000000000000000,152.000000000000000,113.000000000000000,51.000000000000000,25.000000000000000,31.000000000000000,"138","259","-121",Census Tract 4902, Baltimore County
"24033805906","Census Tract 8059.06, Prince George's County, Maryland",3416.000000000000000,362.000000000000000,974.000000000000000,222.000000000000000,156.000000000000000,90.000000000000000,80.000000000000000,55.000000000000000,"236","149","87",Census Tract 8059.06, Prince George's County
"24510271101","Census Tract 2711.01, Baltimore city, Maryland",1865.000000000000000,144.000000000000000,540.000000000000000,138.000000000000000,219.000000000000000,123.000000000000000,90.000000000000000,48.000000000000000,"309","213","96",Census Tract 2711.01, Baltimore city
"24510160100","Census Tract 1601, Baltimore city, Maryland",1921.000000000000000,398.000000000000000,515.000000000000000,241.000000000000000,40.000000000000000,63.000000000000000,13.000000000000000,21.000000000000000,"53","76","-23",Census Tract 1601, Baltimore city
"24033806501","Census Tract 8065.01, Prince George's County, Maryland",5127.000000000000000,271.000000000000000,1434.000000000000000,250.000000000000000,180.000000000000000,92.000000000000000,61.000000000000000,48.000000000000000,"241","169","72",Census Tract 8065.01, Prince George's County
"24510230100","Census Tract 2301, Baltimore city, Maryland",1821.000000000000000,233.000000000000000,416.000000000000000,130.000000000000000,38.000000000000000,34.000000000000000,114.000000000000000,64.000000000000000,"152","163","-11",Census Tract 2301, Baltimore city
"24031704503","Census Tract 7045.03, Montgomery County, Maryland",3905.000000000000000,194.000000000000000,1216.000000000000000,159.000000000000000,114.000000000000000,59.000000000000000,22.000000000000000,27.000000000000000,"136","219","-83",Census Tract 7045.03, Montgomery County
"24033805908","Census Tract 8059.08, Prince George's County, Maryland",2045.000000000000000,248.000000000000000,573.000000000000000,139.000000000000000,150.000000000000000,62.000000000000000,76.000000000000000,41.000000000000000,"226","453","-227",Census Tract 8059.08, Prince George's County
"24047950400","Census Tract 9504, Worcester County, Maryland",2763.000000000000000,240.000000000000000,705.000000000000000,113.000000000000000,93.000000000000000,55.000000000000000,20.000000000000000,22.000000000000000,"113","94","19",Census Tract 9504, Worcester County
"24047980000","Census Tract 9800, Worcester County, Maryland",0.000000000000000,12.000000000000000,0.000000000000000,12.000000000000000,0.000000000000000,12.000000000000000,0.000000000000000,12.000000000000000,"0","0","0",Census Tract 9800, Worcester County
"24005490603","Census Tract 4906.03, Baltimore County, Maryland",2215.000000000000000,147.000000000000000,609.000000000000000,93.000000000000000,127.000000000000000,50.000000000000000,19.000000000000000,22.000000000000000,"146","200","-54",Census Tract 4906.03, Baltimore County
"24031705602","Census Tract 7056.02, Montgomery County, Maryland",4349.000000000000000,335.000000000000000,763.000000000000000,219.000000000000000,134.000000000000000,109.000000000000000,153.000000000000000,86.000000000000000,"287","469","-182",Census Tract 7056.02, Montgomery County
"24033806900","Census Tract 8069, Prince George's County, Maryland",4945.000000000000000,514.000000000000000,1223.000000000000000,329.000000000000000,209.000000000000000,130.000000000000000,148.000000000000000,94.000000000000000,"357","814","-457",Census Tract 8069, Prince George's County
"24027606704","Census Tract 6067.04, Howard County, Maryland",6787.000000000000000,534.000000000000000,1771.000000000000000,282.000000000000000,283.000000000000000,158.000000000000000,271.000000000000000,108.000000000000000,"554","670","-116",Census Tract 6067.04, Howard County
"24033801408","Census Tract 8014.08, Prince George's County, Maryland",3128.000000000000000,309.000000000000000,704.000000000000000,182.000000000000000,135.000000000000000,90.000000000000000,43.000000000000000,63.000000000000000,"178","147","31",Census Tract 8014.08, Prince George's County
"24510020200","Census Tract 202, Baltimore city, Maryland",1587.000000000000000,187.000000000000000,392.000000000000000,90.000000000000000,63.000000000000000,30.000000000000000,206.000000000000000,60.000000000000000,"269","327","-58",Census Tract 202, Baltimore city
"24005400200","Census Tract 4002, Baltimore County, Maryland",2365.000000000000000,239.000000000000000,585.000000000000000,162.000000000000000,230.000000000000000,85.000000000000000,64.000000000000000,55.000000000000000,"294","245","49",Census Tract 4002, Baltimore County
"24031700835","Census Tract 7008.35, Montgomery County, Maryland",4625.000000000000000,286.000000000000000,1438.000000000000000,226.000000000000000,454.000000000000000,118.000000000000000,179.000000000000000,80.000000000000000,"633","365","268",Census Tract 7008.35, Montgomery County
"24033801209","Census Tract 8012.09, Prince George's County, Maryland",4544.000000000000000,319.000000000000000,1355.000000000000000,270.000000000000000,385.000000000000000,113.000000000000000,60.000000000000000,57.000000000000000,"445","480","-35",Census Tract 8012.09, Prince George's County
"24510100300","Census Tract 1003, Baltimore city, Maryland",3326.000000000000000,645.000000000000000,357.000000000000000,205.000000000000000,83.000000000000000,79.000000000000000,0.000000000000000,12.000000000000000,"83","37","46",Census Tract 1003, Baltimore city
"24510030100","Census Tract 301, Baltimore city, Maryland",2346.000000000000000,397.000000000000000,547.000000000000000,190.000000000000000,28.000000000000000,31.000000000000000,8.000000000000000,13.000000000000000,"36","204","-168",Census Tract 301, Baltimore city
"24033802404","Census Tract 8024.04, Prince George's County, Maryland",4199.000000000000000,383.000000000000000,1202.000000000000000,324.000000000000000,129.000000000000000,80.000000000000000,25.000000000000000,30.000000000000000,"154","200","-46",Census Tract 8024.04, Prince George's County
"24033806711","Census Tract 8067.11, Prince George's County, Maryland",5134.000000000000000,617.000000000000000,1569.000000000000000,391.000000000000000,340.000000000000000,163.000000000000000,167.000000000000000,93.000000000000000,"507","331","176",Census Tract 8067.11, Prince George's County
"24031701313","Census Tract 7013.13, Montgomery County, Maryland",3669.000000000000000,155.000000000000000,975.000000000000000,131.000000000000000,280.000000000000000,89.000000000000000,58.000000000000000,42.000000000000000,"338","274","64",Census Tract 7013.13, Montgomery County
"24005402404","Census Tract 4024.04, Baltimore County, Maryland",4833.000000000000000,427.000000000000000,1225.000000000000000,290.000000000000000,149.000000000000000,91.000000000000000,99.000000000000000,105.000000000000000,"248","579","-331",Census Tract 4024.04, Baltimore County
"24033801308","Census Tract 8013.08, Prince George's County, Maryland",3642.000000000000000,272.000000000000000,946.000000000000000,270.000000000000000,347.000000000000000,158.000000000000000,119.000000000000000,89.000000000000000,"466","330","136",Census Tract 8013.08, Prince George's County
"24031700724","Census Tract 7007.24, Montgomery County, Maryland",3380.000000000000000,398.000000000000000,1029.000000000000000,237.000000000000000,187.000000000000000,95.000000000000000,80.000000000000000,68.000000000000000,"267","332","-65",Census Tract 7007.24, Montgomery County
"24510120201","Census Tract 1202.01, Baltimore city, Maryland",2171.000000000000000,231.000000000000000,704.000000000000000,178.000000000000000,323.000000000000000,143.000000000000000,133.000000000000000,46.000000000000000,"456","295","161",Census Tract 1202.01, Baltimore city
"24510270501","Census Tract 2705.01, Baltimore city, Maryland",3864.000000000000000,386.000000000000000,807.000000000000000,195.000000000000000,115.000000000000000,90.000000000000000,78.000000000000000,58.000000000000000,"193","181","12",Census Tract 2705.01, Baltimore city
"24510270902","Census Tract 2709.02, Baltimore city, Maryland",4950.000000000000000,528.000000000000000,2148.000000000000000,452.000000000000000,1445.000000000000000,349.000000000000000,103.000000000000000,63.000000000000000,"1548","1958","-410",Census Tract 2709.02, Baltimore city
"24031703601","Census Tract 7036.01, Montgomery County, Maryland",4204.000000000000000,252.000000000000000,1093.000000000000000,175.000000000000000,215.000000000000000,102.000000000000000,105.000000000000000,70.000000000000000,"320","292","28",Census Tract 7036.01, Montgomery County
"24027601203","Census Tract 6012.03, Howard County, Maryland",6950.000000000000000,749.000000000000000,1572.000000000000000,294.000000000000000,139.000000000000000,72.000000000000000,249.000000000000000,106.000000000000000,"388","333","55",Census Tract 6012.03, Howard County
"24027605401","Census Tract 6054.01, Howard County, Maryland",5052.000000000000000,515.000000000000000,1361.000000000000000,290.000000000000000,196.000000000000000,139.000000000000000,99.000000000000000,66.000000000000000,"295","476","-181",Census Tract 6054.01, Howard County
"24510271503","Census Tract 2715.03, Baltimore city, Maryland",853.000000000000000,53.000000000000000,64.000000000000000,25.000000000000000,20.000000000000000,18.000000000000000,4.000000000000000,7.000000000000000,"24","43","-19",Census Tract 2715.03, Baltimore city
"24510280500","Census Tract 2805, Baltimore city, Maryland",2144.000000000000000,181.000000000000000,643.000000000000000,116.000000000000000,68.000000000000000,77.000000000000000,0.000000000000000,12.000000000000000,"68","267","-199",Census Tract 2805, Baltimore city
"24510070300","Census Tract 703, Baltimore city, Maryland",891.000000000000000,230.000000000000000,173.000000000000000,98.000000000000000,36.000000000000000,33.000000000000000,0.000000000000000,12.000000000000000,"36","38","-2",Census Tract 703, Baltimore city
"24021751001","Census Tract 7510.01, Frederick County, Maryland",1079.000000000000000,93.000000000000000,294.000000000000000,70.000000000000000,93.000000000000000,40.000000000000000,9.000000000000000,14.000000000000000,"102","121","-19",Census Tract 7510.01, Frederick County
"24510271802","Census Tract 2718.02, Baltimore city, Maryland",2188.000000000000000,301.000000000000000,420.000000000000000,142.000000000000000,36.000000000000000,31.000000000000000,17.000000000000000,26.000000000000000,"53","151","-98",Census Tract 2718.02, Baltimore city
"24510010200","Census Tract 102, Baltimore city, Maryland",2720.000000000000000,213.000000000000000,444.000000000000000,120.000000000000000,68.000000000000000,38.000000000000000,181.000000000000000,71.000000000000000,"249","250","-1",Census Tract 102, Baltimore city
"24031701420","Census Tract 7014.20, Montgomery County, Maryland",6186.000000000000000,435.000000000000000,1198.000000000000000,294.000000000000000,463.000000000000000,152.000000000000000,40.000000000000000,41.000000000000000,"503","306","197",Census Tract 7014.20, Montgomery County
"24003731004","Census Tract 7310.04, Anne Arundel County, Maryland",4262.000000000000000,246.000000000000000,1103.000000000000000,165.000000000000000,82.000000000000000,59.000000000000000,169.000000000000000,82.000000000000000,"251","314","-63",Census Tract 7310.04, Anne Arundel County
"24005408602","Census Tract 4086.02, Baltimore County, Maryland",2046.000000000000000,95.000000000000000,479.000000000000000,63.000000000000000,64.000000000000000,26.000000000000000,36.000000000000000,20.000000000000000,"100","104","-4",Census Tract 4086.02, Baltimore County
"24005420702","Census Tract 4207.02, Baltimore County, Maryland",2055.000000000000000,189.000000000000000,550.000000000000000,145.000000000000000,139.000000000000000,60.000000000000000,18.000000000000000,16.000000000000000,"157","91","66",Census Tract 4207.02, Baltimore County
"24005490602","Census Tract 4906.02, Baltimore County, Maryland",2791.000000000000000,188.000000000000000,906.000000000000000,120.000000000000000,232.000000000000000,98.000000000000000,66.000000000000000,40.000000000000000,"298","446","-148",Census Tract 4906.02, Baltimore County
"24003750202","Census Tract 7502.02, Anne Arundel County, Maryland",3370.000000000000000,257.000000000000000,852.000000000000000,188.000000000000000,254.000000000000000,129.000000000000000,28.000000000000000,32.000000000000000,"282","143","139",Census Tract 7502.02, Anne Arundel County
"24510130100","Census Tract 1301, Baltimore city, Maryland",2421.000000000000000,313.000000000000000,640.000000000000000,218.000000000000000,226.000000000000000,112.000000000000000,42.000000000000000,49.000000000000000,"268","233","35",Census Tract 1301, Baltimore city
"24031701216","Census Tract 7012.16, Montgomery County, Maryland",4212.000000000000000,335.000000000000000,557.000000000000000,172.000000000000000,50.000000000000000,58.000000000000000,207.000000000000000,120.000000000000000,"257","248","9",Census Tract 7012.16, Montgomery County
"24005401503","Census Tract 4015.03, Baltimore County, Maryland",6050.000000000000000,306.000000000000000,1348.000000000000000,198.000000000000000,256.000000000000000,111.000000000000000,66.000000000000000,62.000000000000000,"322","405","-83",Census Tract 4015.03, Baltimore County
"24045010102","Census Tract 101.02, Wicomico County, Maryland",3425.000000000000000,315.000000000000000,801.000000000000000,245.000000000000000,270.000000000000000,133.000000000000000,81.000000000000000,60.000000000000000,"351","410","-59",Census Tract 101.02, Wicomico County
